state_id,intensity,loc,lfw,n_draws,n_exact_groups,multiplicity_sum,q_g_sum,q_g_fsum,representative_min_path_id,representative_max_path_id,signature,candidate_bank_path,candidate_bank_bytes,candidate_bank_sha256,source_stage88_bank_sha256,source_scenario_sha256,source_DAC_sha256,gate
11,3,4,0,15000,13233,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-011_stage89j_candidate_grouped.mat,31488285,6a5e899884d719378658ae1ee13ee3887831b37832d503b959c5729f94a91fae,f6abe0427fa16f0c3d8325e45878f783b31055ba2694941e3bd01c01b85e8323,defe5560885bf8d68afa2bba4d9cc062b4ee25e2c41f17eb7260def1da5b5553,1e4390efd4a4e99c199d13e855862e77dfbaad0fe7014224414ae4e8ecd64821,PASS
12,3,5,0,15000,13265,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-012_stage89j_candidate_grouped.mat,30377397,deada1c26b72b2e0ce4efadcce8da3076b7ba230e26c88f405071a03bb4eac9d,0f2f287eebb2cb81b0a64063d92e6f259cd22ddaf17a831b801e33dca196bedc,26cb08bc37b25e5ac2337e28a4a1d96e480f2396c3761e694526fdcf2b89a84a,553815b6e95777bf798dba027b1ad8ebfa58ede47d0e9c45fa321fecbe7f4db2,PASS
13,3,6,0,15000,13241,15000,1.0000000000000002,1.0,1,14999,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-013_stage89j_candidate_grouped.mat,28253713,c3541eb4df840018879d40f00601cdcd00e1c6d29046aaeced45f676a0068113,b8611a5d897a5fda75769dbc073051f6b83f1d7b29e04898cd1ceb28caf15f62,a0d78ea93e271f027e4e874d7682cf50f362d589164a8e87d8cf7174c612805b,a52876b7e26128178f6b2620fdecc5152423bb7689a809a51696ec020a0dc90c,PASS
14,3,7,0,15000,13227,15000,1.0000000000000004,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-014_stage89j_candidate_grouped.mat,25775762,02b1f365e8f3795b5e111acc6fcc1e715773f67b8def2ae6bdd2294f1cc7b448,11f24d840cddc5ca272cf9dd67ef3be1202281cce3cfd748319aab337e129b5f,9aec0375920305a4c1e29cceb22da5142e451fe1c5ca6ea1e2c914a662795fca,f0d7bca1c39135b86f1066cdbf8fc29c0fa43f388208468f9a8431b856bbf80c,PASS
15,4,1,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-015_stage89j_candidate_grouped.mat,38126760,23914a6733bab804c75f588922cef5a51a55a1b25f8fa3355c075a1b235690be,1a919e86fc12de5d886ce04abf5a0e47d996f29be4166a4b3afb2d090dbf1119,c91e1dcccf202a6cd6292127566f5e23255fd663c1a89a911c537ae0688e19cc,6f1e00a75780f4ba0d1c05a480f08b86d8d79a9c6cd08400425e22621d0746cd,PASS
16,4,2,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-016_stage89j_candidate_grouped.mat,38623277,0dae3f554ca7d72bd8d6d440aab8d09aa48af415e34d2b43b8ea740efe89c3f6,e4c58695260c324921c6de60fb555594796de194fe240ddf0697673d37db4c70,1ac45b69ff9f1dc0c884bb488b30c926c8e2d0d4cfe876ad139b626d112223bb,50614dfa3609742f9571938ec1d2b05a07391c0a92d6fa7b4692b73333ff8b0a,PASS
17,4,3,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-017_stage89j_candidate_grouped.mat,39101059,040b0a19e4bbe9b203246a9895607f57467d6863de06e1599dff8018c27a3c15,035ded369fb4c60d976842e9c4f69acb258ef1470f3e44a0dfb1c85b5da1dd29,a0d8bd5157891fb1935acd2246c9d7b5be30b1f9affa9bcc315d456f104b013b,560d5e55847de424e578089ef1ee9eb28ce80915395d2645c6a84c70791024bf,PASS
18,4,4,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-018_stage89j_candidate_grouped.mat,38959847,5005f3d691b0eab25c3cc03b96c7dbf80354cbb1fd0ead01f6f1c908c216ab19,583fcfd8fe1a95f39aa096bb186da7373f1bf9e233e4b91b5965f38b8bb58f46,40e300eeced30bb7ddc867e4d3b6eb366c1b435f8eb0187e4b7a7129c898f5e7,ba630ca30b6307aadd28936883d06a51257623a071bc18e84a830680ebc93d1e,PASS
19,4,5,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-019_stage89j_candidate_grouped.mat,38041293,c6ec6b388e1eb456e819469094670b837fb4a01c7b92d303791e485b9c9c586d,62b79b06ee1b82ce4a6056afccb7522bda92df2a29f6c877fcf661d3a8dc71d9,33870962fdf2401977cfac02160f149eceea0f8de4aca71f132bc67bf9569642,8dde701e1ab07e3214728f888cc6d57adc75d034d147611b9df33e9499fca1b0,PASS
20,4,6,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-020_stage89j_candidate_grouped.mat,36546890,ca349c3c6ce0932f23257623da8f1a57c336556004c9fee0c04ac5c1fb55cc8c,b88eb55c95a202a949a79849f5bfa0977b8122e878cdd1a454d9f9ac566fd335,25e5a26c805ec0ff0c98656220ceb00cb7b7f1033633c2f7d58b6db138e7b594,3ab1ee61598fe4967a65c171460c3a634b891417e3adbe26e73954b8a0a4f0ca,PASS
21,4,7,0,15000,14999,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-021_stage89j_candidate_grouped.mat,34559455,6ddbb343b35acc32523c9ab5a4ffcf2b190aee3b902cfbb176af839a5d2a424d,19f43ff33db836e58b4181ccbf7ca42e9ed717e8a5f7a4073e05b25422f89249,45e50ff60b2bb331bdaa4deb1f3506989810626c7665b58e3cdbc8503770d4a6,e9ae2193b5e2c9dcc694882ea8cc09ae2312d03ce8893d5c3272582fc5072e82,PASS
22,5,1,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-022_stage89j_candidate_grouped.mat,39420482,224372f830668b90493a81c76ac00a47c30e0871c9dfc1c2c5300c7a0eb032b9,9cc085a7e68f74487df0e34f5e8c8b32cd4729e800fea7347361ec970d7e8846,f88d7ad7de2a0c3a431bef09ee47a557e7c9a95def440695c6ae9b4ed95d05cd,40b71e1ea75152df8a439bf4cd2a2657ae959ec4ebc2a4eab373c584f781b1a5,PASS
23,5,2,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-023_stage89j_candidate_grouped.mat,38925215,16f58c2873ca3bad22f07443aeee04c7884515e23e2307dd8ad3c932c6969629,8c03b46ec1844279450ff78ce44dc844bb02465d1908cb03f5a6f83b422baa03,d91204e1de89e75f70ca750376c144d928dd7b0537c3b675e7513e9857b285db,099fcda4910e6ecf1196f9179baaa3cd675d49aaf2839834a95e0101a40e4d51,PASS
24,5,3,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-024_stage89j_candidate_grouped.mat,39200694,dd3bf2e09d54614a535c06aeee13c29f599efb0f1b8210d8a66d31dac04af4f0,4af6465ccfc20930100383d1cb0947e1e76a6df10706a1b3c8d662630e802dba,da34c22cb0e43c3ca07287e75e0aed7b4a28670eacfd4327bd54521ef002e952,f962293a722e348b8cad2b95fbb669bf3adf14b8cdb6e3ce5b3da981b7a89254,PASS
25,5,4,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-025_stage89j_candidate_grouped.mat,39061195,6a79fbb891bc42f6e81143527558115c012045d46c94255dc396026bd99a78b5,8c210d2ca4cc57137a3ac56e5f5656f4f9669647f55c9702451070886f0c9540,01de0a61c9d8e16b19c2b71675f13ec4fc7ad00ddaba2ab88ff58b500996abf1,7d3f5408160fa15f63b420edef16921ff5ab626577a77a36770ab4e04a60614a,PASS
26,5,5,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-026_stage89j_candidate_grouped.mat,39227911,832165ab0d833a54a50f3e88f5966a010be220ac5e35de851a5e3c96cdbb464d,984d968177ade0d8004f7def77e517c979f1cda19a23504e17b6786bbe26b096,e977a72d42c4bc549d69029bf640d0c6c4a29bc96e1bbcf28b34df9a9b3504fc,c37aac4aab512f6d24fe0e86659d257be2245f95cab2f1a2db830195711a4c86,PASS
27,5,6,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-027_stage89j_candidate_grouped.mat,39369883,a993a0810ce349b6817e0668569b4029dd0bfe4a4b9c1e7478d222f646789cd3,cf34441bbe70b2a90ff55fcdf0b6f2963d7bc6c9afeac4e28ad4bc3277eb72b0,3c379701a9408d40c746c035984b952bbb267ddf1c072c35b8a46c8caa80a66e,3139f597925dbdab95733beea138494d3bc41bf6f9f76329e780df028ab00cfc,PASS
28,5,7,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-028_stage89j_candidate_grouped.mat,38375544,eb88db23e84346ef255933ee190a7db80cb21d44f64acb334134ea73730271eb,81bbff5836b31045782113a59296274d182ca22a34019fb1b11ff4f795f558b5,ad4d85e8be154d2deb6cd42405acc1579092d748a843bd279133815b992dee2c,d232b4bdb52653985072a10675559ab2142757da0b91d8b4c3314ce870a520c6,PASS
29,6,1,0,15000,14999,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-029_stage89j_candidate_grouped.mat,37434805,f2b7e5dac9b39d110dd715945739591004d474bcfa9866a21864712d1af04477,665f32eb3f8d9e2be6f4c827d3412cd08c62c6c192d2cda4a9cd40021a5a18c5,39cbc1c2e2d799b1a4adf84b42957dfa0e1881e3bd45c45f3caa2a9ec6353bed,e0bf5f555d321dbe6f2a3fd52a3e0e7ea7b5de9f6ac822b30128bf67641be23a,PASS
30,6,2,0,15000,14992,15000,1.0000000000000004,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-030_stage89j_candidate_grouped.mat,35413756,7e5b1f0aaeb2dbe14c0132521e6f88132cd2f93a7b6a0c8479b73500ae25b035,941e6b14c2caa18842008fe56164a7846db1d2bb18546630b89f4a85c6754e8c,7dda99a327c8c5e8fffec9b9ad323650ad84fac0c6c5c1cb2811425461d785cd,9b9da65e8eac5ee4123ae4a16f4c5509cfd0786f8356873193f1ea87cc757579,PASS
31,6,3,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-031_stage89j_candidate_grouped.mat,34358379,3c4e2e43ecb2577e091d12c12580ddb8205041259d996a5a88153880a4c69d7a,a899351aaeb01c97b141ac28ed68c462361f14a7c8519a7baed389d204e98066,8a0352fe328ce954bb106f37c9c65d289b2bbe9790f3ab705c7b756b8d87f4dd,89655cd2cb0a1b5d853353644f0b8e0feb13aacedf4fef3c4e1855beb2fd3967,PASS
32,6,4,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-032_stage89j_candidate_grouped.mat,34919450,7f11e41222990e39049f7e5282d4180aee0935d1c68eacf73713e5cd60340935,662a67ed06f836e855b62f244ce69daceb2136fe26ed7189bc0aff6e611939bb,bcf2025814018d25dae32c8738f7caaca02d10ba5c0a31dfb4581d145a6a32cf,ff79c30308d1014f62a129849f37b52c38b6e68bcb3f615ca983734db3541519,PASS
33,6,5,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-033_stage89j_candidate_grouped.mat,37193677,7d94467f9d1e765553b77f55754adf0545f7665857bc4b5a0d9f44aa9a3e88b7,8055d6c4c4bbfee54cb978445b845e933facd0f31c9a50445076f772326b8532,b73685a924ff8333986e2d03edae516cf9ed4697d4903dfac786020836807f44,4fb66fc0d9c283c7cbed27904bd5ee55f431dbe766b8266cb0d00f9cee98dcba,PASS
34,6,6,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-034_stage89j_candidate_grouped.mat,39680542,3d143f3f90ae8566f359804894514ad93bb7e85d897b7ee6617db41ade8de247,f0a3195140784e022b49ad8879430239f09cd1e7fc8e2bfff7479df2e1aeeeae,cce8e428478910459d9b817e598e2eaf4143af8e0d4aad242d761b09b5919541,8b822b03a81b3e5a48e44062c321458eb9072cd410057647e38f072c76dd8bcf,PASS
35,6,7,0,15000,15000,15000,1.0000000000000002,1.0,1,15000,"(Dres,Aroad,Aelec,C)",terminalLoh_wdro/output/stage89j_topology_h2_dual_channel_w_candidate/run-001/state-035_stage89j_candidate_grouped.mat,40226417,bf79418a784c4699e9db2bb7324d8cc009e43439459542bb5b9efddcfa3b9a12,5689e6f95496aaaa522d4829fe26b5257ff7102f7baf27a8712fbce3aa31358e,2d76c9d8da05cc3a472c6f9fe60599f73514965c0864d1806877acfbf971c32c,2cb4ff77a95ca7573a34cbe484d009bf889aa617eb75eaeb29949ab6ef3fa4ed,PASS
