seed_id,distribution_id,distribution_label,decision_id,decision_label,eta,T1_kg,T2_kg,T3_kg,T4_kg,TerminalLOH_total_kg,T1_capacity_binding,T2_capacity_binding,T3_capacity_binding,T4_capacity_binding,capacity_binding_count,sample_count,sample_weight,weight_sum,mean_total_cost,mean_operating_loss,mean_service_cost,mean_shortage_kg,mean_service_rate,zero_shortage_service_share,operating_loss_q95,operating_loss_q99,operating_loss_q995,operating_loss_CVaR95,operating_loss_CVaR99,operating_loss_CVaR995,maximum_operating_loss,shortage_q95_kg,shortage_q99_kg,shortage_q995_kg,maximum_shortage_kg,fixed_T_solve_runtime_sec,maximum_mechanical_residual,solver_status,mean_total_cost_absolute_change_vs_SAA,mean_total_cost_percent_change_vs_SAA,mean_operating_loss_absolute_change_vs_SAA,mean_operating_loss_percent_change_vs_SAA,mean_service_cost_absolute_change_vs_SAA,mean_service_cost_percent_change_vs_SAA,mean_shortage_kg_absolute_change_vs_SAA,mean_shortage_kg_percent_change_vs_SAA,mean_service_rate_absolute_change_vs_SAA,mean_service_rate_percent_change_vs_SAA,zero_shortage_service_share_absolute_change_vs_SAA,zero_shortage_service_share_percent_change_vs_SAA,operating_loss_q95_absolute_change_vs_SAA,operating_loss_q95_percent_change_vs_SAA,operating_loss_q99_absolute_change_vs_SAA,operating_loss_q99_percent_change_vs_SAA,operating_loss_q995_absolute_change_vs_SAA,operating_loss_q995_percent_change_vs_SAA,operating_loss_CVaR95_absolute_change_vs_SAA,operating_loss_CVaR95_percent_change_vs_SAA,operating_loss_CVaR99_absolute_change_vs_SAA,operating_loss_CVaR99_percent_change_vs_SAA,operating_loss_CVaR995_absolute_change_vs_SAA,operating_loss_CVaR995_percent_change_vs_SAA,maximum_operating_loss_absolute_change_vs_SAA,maximum_operating_loss_percent_change_vs_SAA,shortage_q95_kg_absolute_change_vs_SAA,shortage_q95_kg_percent_change_vs_SAA,shortage_q99_kg_absolute_change_vs_SAA,shortage_q99_kg_percent_change_vs_SAA,shortage_q995_kg_absolute_change_vs_SAA,shortage_q995_kg_percent_change_vs_SAA,maximum_shortage_kg_absolute_change_vs_SAA,maximum_shortage_kg_percent_change_vs_SAA
1,2,intensity-only,2,ETA_0.003,0.003,299.211738691929,137.483280118695,94.3580963878466,150,681.053115198471,0,0,0,1,1,15000,6.66666666666667e-05,1,27090.7356260723,25728.6293956754,1117.50123894075,12.3055640783673,0.969169146590969,0.791066666666667,171300.634573647,434307.146290562,492849.053977861,320662.403149747,511558.504301024,559216.902993797,803815.490582051,83.4628917437198,216.56711125658,244.933584267518,401.76744947222,4.746656,5.6843418860808e-14,OPTIMAL,-26.869878232402698,-0.09908647069940346,-36.11354964709972,-0.14016654357367073,0.4286970222999571,0.038376829275896154,-0.018271123334599793,-0.1482584198470666,3.21156109209797e-05,0.0033138359070339638,6.666666666699239e-05,0.008428150021111552,-327.37883931800025,-0.19074906992617421,-1088.4830403110245,-0.24999861435996332,13.670406785036903,0.0027738281870066613,-273.0450850119814,-0.08507788295553237,-35.808653988002334,-0.006999423778026093,-35.131168902036734,-0.006281813342822153,0.0,0.0,-0.27275454818210676,-0.32573289902282027,0.0,0.0,0.0,0.0,0.0,0.0
1,2,intensity-only,3,ETA_0.01,0.01,300.0,143.468150246686,100.0,150,693.468150246686,1,0,1,1,3,15000,6.66666666666667e-05,1,27049.3690676874,25662.4327671949,1117.71942670562,12.2723566702446,0.969231581110132,0.791466666666667,169453.679336586,433845.674164093,492813.267869103,319948.234402809,511177.186641126,558769.926538124,803815.490582051,83.4628917437198,216.56711125658,244.933584267518,401.76744947222,4.6807421,5.6843418860808e-14,OPTIMAL,-68.23643661730239,-0.2516314967649721,-102.31017812760183,-0.3970937274426636,0.6468847871699381,0.057908932759101236,-0.05147853145730075,-0.4177151886142688,9.455013008397017e-05,0.009756115705160452,0.00046666666666694834,0.05899705014752823,-2174.3340763789893,-1.2668876328173693,-1549.9551667800406,-0.35598776431496354,-22.1157019729726,-0.00448744199588971,-987.2138319499791,-0.3076051079367987,-417.1263138860231,-0.08153458772375054,-482.10762457503006,-0.08620578828950207,0.0,0.0,-0.27275454818210676,-0.32573289902282027,0.0,0.0,0.0,0.0,0.0,0.0
2,2,intensity-only,1,SAA,0.0,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,0,0,0,1,1,15000,6.66666666666667e-05,1,25038.0941435712,23685.2315845888,1126.95612067871,11.279137731955,0.971242927407562,0.796666666666667,158200.401679791,393323.492533941,465695.2829993,295721.136015062,488009.762289046,544413.160686015,715654.17549967,77.4772931838638,195.837765594741,231.841365954777,357.581212666721,4.869325,5.11590769747272e-13,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,intensity-only,2,ETA_0.003,0.003,299.211738691929,137.483280118695,94.3580963878466,150,681.053115198471,0,0,0,1,1,15000,6.66666666666667e-05,1,25008.1096171292,23646.0033867323,1127.3697815951,11.2593168025685,0.971277195585115,0.796733333333333,158200.401679791,393323.492533941,465695.2829993,295443.292724365,487887.860196773,544344.92171684,715654.17549967,77.4772931838638,195.837765594741,231.841365954777,357.581212666721,5.0191433,6.90673700809022e-14,OPTIMAL,-29.98452644200006,-0.11975562624721144,-39.22819785650063,-0.1656230284952127,0.41366091638997204,0.03670603573640866,-0.019820929386499486,-0.17573089235664424,3.42681775530318e-05,0.003528280781874035,6.666666666599319e-05,0.008368200836735543,0.0,0.0,0.0,0.0,0.0,0.0,-277.8432906969683,-0.09395449187061723,-121.90209227299783,-0.024979437235273128,-68.23896917502861,-0.012534408442485242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,intensity-only,3,ETA_0.01,0.01,300.0,143.468150246686,100.0,150,693.468150246686,1,0,1,1,3,15000,6.66666666666667e-05,1,24977.9604261237,23591.0241256309,1127.19741665055,11.2319133544901,0.971327847690991,0.797066666666667,158146.030428511,393153.688326655,465695.2829993,294993.110951688,487373.30259432,544169.566029119,715654.17549967,77.4622916837138,195.837765594741,231.841365954777,357.581212666721,4.8388988,1.13686837721616e-13,OPTIMAL,-60.13371744750111,-0.24016890863452997,-94.20745895790242,-0.39774767927200727,0.2412959718399179,0.021411301417361066,-0.04722437746490016,-0.41868783400976173,8.492028342899083e-05,0.008743464794709985,0.00040000000000006697,0.05020920502092888,-54.37125127998297,-0.03436859243254913,-169.80420728598256,-0.04317164128489723,0.0,0.0,-728.0250633739633,-0.2461863474435195,-636.4596947260434,-0.13041945959045612,-243.59465689607896,-0.04474444677074399,0.0,0.0,-0.015001500149992353,-0.019362447413323828,0.0,0.0,0.0,0.0,0.0,0.0
3,2,intensity-only,1,SAA,0.0,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,0,0,0,1,1,15000,6.66666666666667e-05,1,25645.3699783618,24292.5074193795,1137.84904445109,11.5773291874642,0.971594970176695,0.795733333333333,158819.789916764,416716.340750711,489604.791908788,305370.126285694,512124.421588748,570243.968716383,849393.643607416,77.4772931838638,207.838965714753,244.388075171153,424.678831519516,4.9525007,5.684341886080799e-13,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,intensity-only,2,ETA_0.003,0.003,299.211738691929,137.483280118695,94.3580963878466,150,681.053115198471,0,0,0,1,1,15000,6.66666666666667e-05,1,25626.1479602231,24264.0417298261,1137.95079829194,11.5630454657671,0.971619456491212,0.795733333333333,158810.501770177,416716.340750711,489604.791908788,305075.954374266,512089.218334879,570243.957759667,849393.643607416,77.4772931838638,207.838965714753,244.388075171153,424.678831519516,4.9060097,2.8421709430404e-14,OPTIMAL,-19.22201813869833,-0.07495317148833044,-28.465689553398988,-0.11717888590903672,0.10175384084982397,0.00894264853022846,-0.014283721697099239,-0.12337665679028537,2.4486314516902752e-05,0.0025202183284717553,0.0,0.0,-9.288146587001393,-0.0058482299919104695,0.0,0.0,0.0,0.0,-294.1719114280422,-0.09633290427133166,-35.203253868967295,-0.006873965072737073,-0.01095671602524817,-1.9214084894070333e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,intensity-only,3,ETA_0.01,0.01,300.0,143.468150246686,100.0,150,693.468150246686,1,0,1,1,3,15000,6.66666666666667e-05,1,25594.9140832684,24207.9777827757,1137.84118874297,11.5350682970163,0.971671953784754,0.796066666666667,158586.253874744,416716.340750711,489604.791908788,304363.343148804,511951.088385255,570243.911928601,849393.643607416,77.4622916837138,207.838965714753,244.388075171153,424.678831519516,4.7997668,5.6843418860808e-14,OPTIMAL,-50.45589509340061,-0.1967446565831283,-84.52963660380192,-0.3479658774802632,-0.007855708120132476,-0.0006903998521106242,-0.04226089044789916,-0.36503143137416155,7.698360805896698e-05,0.00792342595649365,0.0003333333333340738,0.041890080429047495,-233.53604202001588,-0.1470446738044484,0.0,0.0,0.0,0.0,-1006.783136890037,-0.3296927401300953,-173.3332034929772,-0.033845916380095854,-0.05678778199944645,-9.958506378818094e-06,0.0,0.0,-0.015001500149992353,-0.019362447413323828,0.0,0.0,0.0,0.0,0.0,0.0
1,3,location-only,1,SAA,0.0,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,0,0,0,1,1,15000,6.66666666666667e-05,1,12243.5108626721,10890.6483036888,932.333381287522,4.97915746120067,0.986058238833348,0.856333333333333,69941.9118850043,190025.528698935,265068.090044774,147522.188592192,301539.693765528,379405.256628578,803815.490582051,33.2760548782151,93.8275645746393,131.194937675586,401.76744947222,4.3049738,3.97903932025656e-13,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,location-only,2,ETA_0.003,0.003,299.211738691929,137.483280118695,94.3580963878466,150,681.053115198471,0,0,0,1,1,15000,6.66666666666667e-05,1,12242.100778405,10879.9945480078,932.406352433344,4.97379409778724,0.986067517666639,0.8564,69941.9118850043,190025.528698935,265068.090044774,147382.662339373,301288.913486242,379180.487229241,803815.490582051,33.2760548782151,93.8275645746393,131.194937675586,401.76744947222,4.2376309,5.6843418860808e-14,OPTIMAL,-1.4100842670995917,-0.011516992821059549,-10.653755680999893,-0.09782480697123726,0.07297114582195263,0.007826722424245055,-0.005363363413430022,-0.1077162844361364,9.278833291048727e-06,0.0009410025620826364,6.666666666710341e-05,0.007785130400985222,0.0,0.0,0.0,0.0,0.0,0.0,-139.52625281899236,-0.09457984195495943,-250.78027928597294,-0.0831665894974926,-224.76939933700487,-0.05924256330403054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,location-only,3,ETA_0.01,0.01,300.0,143.468150246686,100.0,150,693.468150246686,1,0,1,1,3,15000,6.66666666666667e-05,1,12250.4338166289,10863.4975161354,932.121073654725,4.96568822124035,0.986082939469877,0.856666666666667,69941.9118850043,190025.528698935,262820.155019305,147192.328103568,300959.262163121,378803.140831547,803815.490582051,33.2760548782151,93.8275645746393,130.103919482857,401.76744947222,4.202057,5.6843418860808e-14,OPTIMAL,6.922953956800484,0.0565438625770907,-27.150787553400733,-0.2493036851094018,-0.2123076327969784,-0.02277164339045637,-0.013469239960320678,-0.2705124323799295,2.470063652904031e-05,0.002504987591631991,0.0003333333333340738,0.03892565200475756,0.0,0.0,0.0,0.0,-2247.9350254689925,-0.8480594646791632,-329.86048862399184,-0.22360059308491753,-580.4316024069558,-0.19248928562562292,-602.1157970310305,-0.15869990900534015,0.0,0.0,0.0,0.0,0.0,0.0,-1.0910181927289955,-0.8316008316013115,0.0,0.0
2,3,location-only,1,SAA,0.0,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,0,0,0,1,1,15000,6.66666666666667e-05,1,11924.6473768619,10571.7848178787,934.130506993083,4.81882715544282,0.986223675223682,0.861266666666667,68338.2928410335,184423.599796028,252976.155016209,146180.347758556,294292.899804509,371101.236916001,637755.631112218,32.7305457818509,90.00900090009,125.467092163762,317.486294083954,4.5004244,4.54747350886464e-13,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,location-only,2,ETA_0.003,0.003,299.211738691929,137.483280118695,94.3580963878466,150,681.053115198471,0,0,0,1,1,15000,6.66666666666667e-05,1,11927.1727409892,10565.066510592,934.16451427911,4.81545099815644,0.986229131348246,0.861266666666667,68338.2928410335,184423.422182847,252976.155016209,146102.467445276,294242.947049246,371101.712317525,637755.631112218,32.7305457818509,90.00900090009,125.467092163762,317.486294083954,4.559661,3.0653087034989e-14,OPTIMAL,2.5253641272993264,0.021177683896963194,-6.71830728670102,-0.06354941386377076,0.0340072860269629,0.0036405283600500927,-0.003376157286379744,-0.07006180503001454,5.456124563929521e-06,0.0005532339874817988,0.0,0.0,0.0,0.0,-0.17761318100383505,-9.63071869328409e-05,0.0,0.0,-77.88031327998033,-0.05327686961630036,-49.952755263017025,-0.01697382277866687,0.47540152398869395,0.0001281056155833567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,location-only,3,ETA_0.01,0.01,300.0,143.468150246686,100.0,150,693.468150246686,1,0,1,1,3,15000,6.66666666666667e-05,1,11929.0131752036,10542.0768747101,933.8895960183,4.80409363934588,0.986250775616854,0.861466666666667,68111.22623229,184102.908064233,252976.155016209,145810.398861493,293740.894948969,371021.900542995,637755.631112218,32.7305457818509,90.00900090009,125.467092163762,317.486294083954,5.0784995,2.8421709430404e-14,OPTIMAL,4.365798341699701,0.036611550880497466,-29.70794316860156,-0.28101161422014886,-0.24091097478299162,-0.02578986265617974,-0.014733516096939958,-0.30574900534248445,2.7100393171997084e-05,0.0027478952141207253,0.000200000000000089,0.023221611579853967,-227.06660874349473,-0.33226848272562254,-320.6917317949992,-0.173888662920409,0.0,0.0,-369.94889706297545,-0.2530770399274291,-552.004855539999,-0.18756988561622834,-79.33637300599366,-0.02137863340615906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,location-only,1,SAA,0.0,294.589913536808,138.832065024684,93.0093009300931,150,676.431279491585,0,0,0,1,1,15000,6.66666666666667e-05,1,11921.7427676542,10568.880208671,945.982646187516,4.81144878124177,0.986793834292407,0.860733333333333,68191.6810985052,188404.496622148,261309.403285949,145820.42950078,294304.717135032,368873.029231722,659242.870666993,32.7305457818509,92.1910372855467,129.285655838311,328.941985107602,4.707122,5.11590769747272e-13,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,location-only,2,ETA_0.003,0.003,299.211738691929,137.483280118695,94.3580963878466,150,681.053115198471,0,0,0,1,1,15000,6.66666666666667e-05,1,11921.4056983572,10559.29946796,946.051598032219,4.8066239349639,0.986802510363495,0.860733333333333,68168.3976312615,187838.727001756,261309.403285949,145675.729313067,294036.774559272,368745.253452343,659242.870666993,32.7305457818509,91.6455281891826,129.285655838311,328.941985107602,4.6025482,5.6843418860808e-14,OPTIMAL,-0.3370692969983793,-0.0028273491851619884,-9.580740711000544,-0.09065048067382049,0.06895184470295135,0.0072889122206247605,-0.004824846277870165,-0.10027845036365403,8.676071088009607e-06,0.0008792182101777008,0.0,0.0,-23.283467243702034,-0.034144146131356225,-565.7696203920059,-0.30029517900874586,0.0,0.0,-144.7001877130242,-0.09923176622672764,-267.9425757600111,-0.09104256920118425,-127.77577937900787,-0.03463950173997148,0.0,0.0,0.0,0.0,-0.5455090963640998,-0.5917159763312722,0.0,0.0,0.0,0.0
