distribution_id,distribution_label,seed_id,matrix_name,from_state,transition_count,maximum_absolute_frequency_error,row_L1_frequency_error,six_sigma_plus_floor_tolerance,unobserved_outside_support_count,frequency_status,frequency_audit_pass
3,location-only,1,intensity,6,156,0.0751282051282051,0.15025641025641,0.241749618576077,0,PASS,1
3,location-only,1,location,-2,0,NaN,NaN,NaN,0,NOT_VISITED,1
3,location-only,1,location,-1,24,0.190697674418605,0.381395348837209,0.607751108651256,0,PASS,1
3,location-only,1,location,0,137,0.0727037712895381,0.203223844282238,0.23672403073086,0,PASS,1
3,location-only,1,location,1,446,0.0165112107623318,0.0634529147982063,0.127779419368136,0,PASS,1
3,location-only,1,location,2,1547,0.0135972850678733,0.0344486102133161,0.0715678753880979,0,PASS,1
3,location-only,1,location,3,4389,0.0122964228753702,0.0401239462292093,0.0402460200209331,0,PASS,1
3,location-only,1,location,4,5409,0.00424089480495468,0.0111943057866519,0.0362329130435138,0,PASS,1
3,location-only,1,location,5,20157,0.00646869573845314,0.020062757354765,0.02,0,PASS,1
3,location-only,1,location,6,6361,0.00525334066970604,0.0145013362678824,0.0333984621417127,0,PASS,1
3,location-only,1,location,7,3712,0.00641379310344828,0.0222370689655173,0.0437841086892736,0,PASS,1
3,location-only,1,location,8,2015,0.0140446650124073,0.0345409429280397,0.0605111644063717,0,PASS,1
3,location-only,1,location,9,620,0.0352871754524001,0.100472069236821,0.114420216019826,0,PASS,1
3,location-only,1,location,10,183,0.00531268973891923,0.01117182756527,0.221496977973732,0,PASS,1
3,location-only,1,lfw,0,19834,0.00264696984975299,0.00529393969950592,0.02,0,PASS,1
3,location-only,1,lfw,1,15868,0.00428535417191833,0.00874716410385683,0.0206878695253128,0,PASS,1
3,location-only,1,lfw,2,8823,0.00469228153689219,0.00938456307378442,0.0277728033019622,0,PASS,1
3,location-only,1,lfw,3,475,0.00684210526315789,0.0136842105263158,0.0621052631578948,0,PASS,1
4,lfw-only,1,intensity,1,91,0,0,0.02,0,PASS,1
4,lfw-only,1,intensity,2,1477,0.00869532836831421,0.0173906567366283,0.0577667220350803,0,PASS,1
4,lfw-only,1,intensity,3,6739,0.0063523272493442,0.0130667260226535,0.0351954721163925,0,PASS,1
4,lfw-only,1,intensity,4,34360,0.00128637951105937,0.00279394644935967,0.02,0,PASS,1
4,lfw-only,1,intensity,5,2177,0.00197887000459346,0.00395774000918694,0.0539020391610707,0,PASS,1
4,lfw-only,1,intensity,6,156,0.0751282051282051,0.15025641025641,0.241749618576077,0,PASS,1
4,lfw-only,1,location,-2,0,NaN,NaN,NaN,0,NOT_VISITED,1
4,lfw-only,1,location,-1,25,0.154418604651163,0.406511627906977,0.602310000361206,0,PASS,1
4,lfw-only,1,location,0,122,0.0495218579234969,0.147199453551913,0.255103818726877,0,PASS,1
4,lfw-only,1,location,1,404,0.0204950495049505,0.0952475247524753,0.136506424627856,0,PASS,1
4,lfw-only,1,location,2,1501,0.0139240506329114,0.031672218520986,0.0702016562839011,0,PASS,1
4,lfw-only,1,location,3,3129,0.0220134228187919,0.0552444870565676,0.0484803953941446,0,PASS,1
4,lfw-only,1,location,4,5497,0.00645079134073129,0.0263780243769329,0.0365176269960559,0,PASS,1
4,lfw-only,1,location,5,20484,0.00453622339386839,0.0108767818785393,0.02,0,PASS,1
4,lfw-only,1,location,6,6721,0.00522243713733075,0.0231275107870852,0.0330096959160179,0,PASS,1
4,lfw-only,1,location,7,4048,0.00705533596837946,0.0220355731225296,0.0425895127738494,0,PASS,1
4,lfw-only,1,location,8,2185,0.0196796338672772,0.0512585812356986,0.0589795556315746,0,PASS,1
4,lfw-only,1,location,9,686,0.0360876057740173,0.102894119320202,0.110088090185291,0,PASS,1
4,lfw-only,1,location,10,198,0.0420875420875425,0.107744107744108,0.214563625402075,0,PASS,1
4,lfw-only,1,lfw,0,19516,0.00161938921910228,0.0032387784382046,0.02,0,PASS,1
4,lfw-only,1,lfw,1,14905,0.00401291512915125,0.00802583025830255,0.0223102584029206,0,PASS,1
4,lfw-only,1,lfw,2,9030,0.0047951273532669,0.00959025470653375,0.0269802123518865,0,PASS,1
4,lfw-only,1,lfw,3,1549,0.00230955455132344,0.00461910910264686,0.0330724334578632,0,PASS,1
5,combined-mild,1,intensity,1,86,0,0,0.02,0,PASS,1
5,combined-mild,1,intensity,2,1423,0.00997319747013359,0.0199463949402671,0.0612499281292032,0,PASS,1
5,combined-mild,1,intensity,3,6544,0.00716911165444134,0.0145636511817434,0.0359857041632434,0,PASS,1
5,combined-mild,1,intensity,4,33711,0.00293189582035569,0.00810256236836707,0.02,0,PASS,1
5,combined-mild,1,intensity,5,2392,0.00547451505016722,0.0109490301003344,0.0526288373144291,0,PASS,1
5,combined-mild,1,intensity,6,844,0.0424341232227488,0.0848682464454976,0.102837154867986,0,PASS,1
5,combined-mild,1,location,-2,0,NaN,NaN,NaN,0,NOT_VISITED,1
5,combined-mild,1,location,-1,24,0.18093023255814,0.398914728682171,0.61254001200667,0,PASS,1
5,combined-mild,1,location,0,135,0.0487962962962966,0.152731481481482,0.240721295486044,0,PASS,1
5,combined-mild,1,location,1,415,0.0220987951807229,0.0747277108433735,0.133831584237687,0,PASS,1
5,combined-mild,1,location,2,1508,0.0114164456233422,0.026638726790451,0.0710835755215799,0,PASS,1
5,combined-mild,1,location,3,3653,0.0141299753627155,0.0455699972625239,0.0445700122136824,0,PASS,1
5,combined-mild,1,location,4,5440,0.00759852941176473,0.0263676470588236,0.0364826421781518,0,PASS,1
5,combined-mild,1,location,5,20404,0.00507104489315821,0.0119004900999803,0.02,0,PASS,1
5,combined-mild,1,location,6,6558,0.00632979566941139,0.0260030497102775,0.0332127432327621,0,PASS,1
5,combined-mild,1,location,7,3900,0.00918974358974359,0.0328512820512821,0.043127017723711,0,PASS,1
5,combined-mild,1,location,8,2112,0.0114726874003191,0.0325877192982463,0.0596456638183291,0,PASS,1
5,combined-mild,1,location,9,658,0.0422655497071692,0.122173622952035,0.111890428519099,0,PASS,1
5,combined-mild,1,location,10,193,0.00585300326232967,0.0214776434465552,0.216697547898978,0,PASS,1
5,combined-mild,1,lfw,0,19703,0.0018750342587423,0.00375006851748463,0.02,0,PASS,1
5,combined-mild,1,lfw,1,15465,0.00198997736825091,0.0039799547365018,0.0213579583080707,0,PASS,1
5,combined-mild,1,lfw,2,8935,0.00601454952434247,0.012029099048685,0.0274117838230028,0,PASS,1
5,combined-mild,1,lfw,3,897,0.00562653288740245,0.0112530657748049,0.0443605666443359,0,PASS,1
6,combined-medium,1,intensity,1,78,0,0,0.02,0,PASS,1
6,combined-medium,1,intensity,2,1353,0.0155363266814487,0.0363583887657059,0.0661144730451556,0,PASS,1
6,combined-medium,1,intensity,3,6231,0.00467778045257583,0.00935556090515165,0.0372416290945942,0,PASS,1
6,combined-medium,1,intensity,4,32964,0.00267247300084972,0.00827638636087915,0.02,0,PASS,1
6,combined-medium,1,intensity,5,2572,0.00351275272161744,0.0094609642301711,0.0523410582047915,0,PASS,1
6,combined-medium,1,intensity,6,1802,0.012418423973363,0.0248368479467258,0.0705303587730215,0,PASS,1
6,combined-medium,1,location,-2,0,NaN,NaN,NaN,0,NOT_VISITED,1
6,combined-medium,1,location,-1,24,0.190697674418605,0.381395348837209,0.607751108651256,0,PASS,1
6,combined-medium,1,location,0,137,0.0727037712895381,0.203223844282238,0.23672403073086,0,PASS,1
6,combined-medium,1,location,1,446,0.0165112107623318,0.0634529147982063,0.127779419368136,0,PASS,1
6,combined-medium,1,location,2,1547,0.0135972850678733,0.0344486102133161,0.0715678753880979,0,PASS,1
6,combined-medium,1,location,3,4389,0.0122964228753702,0.0401239462292093,0.0402460200209331,0,PASS,1
6,combined-medium,1,location,4,5409,0.00424089480495468,0.0111943057866519,0.0362329130435138,0,PASS,1
6,combined-medium,1,location,5,20157,0.00646869573845314,0.020062757354765,0.02,0,PASS,1
6,combined-medium,1,location,6,6361,0.00525334066970604,0.0145013362678824,0.0333984621417127,0,PASS,1
6,combined-medium,1,location,7,3712,0.00641379310344828,0.0222370689655173,0.0437841086892736,0,PASS,1
6,combined-medium,1,location,8,2015,0.0140446650124073,0.0345409429280397,0.0605111644063717,0,PASS,1
6,combined-medium,1,location,9,620,0.0352871754524001,0.100472069236821,0.114420216019826,0,PASS,1
6,combined-medium,1,location,10,183,0.00531268973891923,0.01117182756527,0.221496977973732,0,PASS,1
6,combined-medium,1,lfw,0,19516,0.00161938921910228,0.0032387784382046,0.02,0,PASS,1
6,combined-medium,1,lfw,1,14905,0.00401291512915125,0.00802583025830255,0.0223102584029206,0,PASS,1
6,combined-medium,1,lfw,2,9030,0.0047951273532669,0.00959025470653375,0.0269802123518865,0,PASS,1
6,combined-medium,1,lfw,3,1549,0.00230955455132344,0.00461910910264686,0.0330724334578632,0,PASS,1
7,combined-strong,1,intensity,1,68,0,0,0.02,0,PASS,1
7,combined-strong,1,intensity,2,1243,0.0111773934030571,0.0301671761866452,0.0738052713787367,0,PASS,1
7,combined-strong,1,intensity,3,5734,0.00491855598186258,0.0126867806069055,0.0393135814290771,0,PASS,1
7,combined-strong,1,intensity,4,31627,0.00350897966926991,0.00877337085401776,0.02,0,PASS,1
7,combined-strong,1,intensity,5,2890,0.010516955017301,0.0210339100346022,0.0514823084340423,0,PASS,1
7,combined-strong,1,intensity,6,3438,0.00395462478184999,0.0079092495636999,0.0512913287458118,0,PASS,1
7,combined-strong,1,location,-2,0,NaN,NaN,NaN,0,NOT_VISITED,1
7,combined-strong,1,location,-1,23,0.228715874620829,0.457431749241658,0.612909043974068,0,PASS,1
7,combined-strong,1,location,0,149,0.0554949664429527,0.164093959731544,0.222985145339708,0,PASS,1
7,combined-strong,1,location,1,460,0.0110434782608696,0.0434782608695652,0.123631151895534,0,PASS,1
7,combined-strong,1,location,2,1591,0.0118227529855437,0.0360087994971717,0.0724699699587598,0,PASS,1
7,combined-strong,1,location,3,5631,0.00893660095897708,0.0311944592434736,0.0353366530350787,0,PASS,1
7,combined-strong,1,location,4,5309,0.010935769448107,0.0263424373705029,0.0378519374469559,0,PASS,1
7,combined-strong,1,location,5,19918,0.00634631991163773,0.0168862335575861,0.02,0,PASS,1
7,combined-strong,1,location,6,5923,0.00295931115988521,0.00814587202431202,0.034016711861409,0,PASS,1
7,combined-strong,1,location,7,3453,0.00770750072400811,0.0272644077613669,0.0446202462335488,0,PASS,1
7,combined-strong,1,location,8,1813,0.00953406682729999,0.0388422794437833,0.0627610739816401,0,PASS,1
7,combined-strong,1,location,9,567,0.0260162601626019,0.0855336172409346,0.118020988311437,0,PASS,1
7,combined-strong,1,location,10,163,0.00143149284253613,0.00408997955010276,0.232604268697678,0,PASS,1
7,combined-strong,1,lfw,0,19217,0.00161737003694643,0.00323474007389291,0.0203242904734358,0,PASS,1
7,combined-strong,1,lfw,1,13949,0.004772743565847,0.00993332855401819,0.0238660087524984,0,PASS,1
7,combined-strong,1,lfw,2,9247,0.00460041094408994,0.0092008218881799,0.0261632544329325,0,PASS,1
7,combined-strong,1,lfw,3,2587,0.00209315809818323,0.00418631619636645,0.0248411715032711,0,PASS,1
1,nominal,2,intensity,1,101,0,0,0.02,0,PASS,1
1,nominal,2,intensity,2,1554,0.00959716859716853,0.0214723294723294,0.0563008222798986,0,PASS,1
1,nominal,2,intensity,3,6717,0.00492407324698563,0.0115110912609803,0.0352533055732725,0,PASS,1
1,nominal,2,intensity,4,34291,0.00144146666277803,0.00288293332555604,0.02,0,PASS,1
1,nominal,2,intensity,5,2163,0.0045991678224688,0.0103633841886269,0.0540776870211795,0,PASS,1
1,nominal,2,intensity,6,174,0.0206896551724138,0.0413793103448276,0.228581532249244,0,PASS,1
1,nominal,2,location,-2,0,NaN,NaN,NaN,0,NOT_VISITED,1
1,nominal,2,location,-1,22,0.121564482029599,0.369978858350952,0.644879019909209,0,PASS,1
1,nominal,2,location,0,113,0.0711651917404126,0.174410029498526,0.265400885857793,0,PASS,1
1,nominal,2,location,1,391,0.049923273657289,0.134680306905371,0.138798642919976,0,PASS,1
1,nominal,2,location,2,1448,0.0287016574585635,0.0824309392265193,0.0714871803646494,0,PASS,1
1,nominal,2,location,3,3086,0.0115100453661698,0.0348541801685029,0.0488192215867834,0,PASS,1
1,nominal,2,location,4,5445,0.006455463728191,0.0193388429752067,0.0366924558869598,0,PASS,1
1,nominal,2,location,5,20613,0.00287682530441954,0.00842381021685345,0.02,0,PASS,1
1,nominal,2,location,6,6759,0.00991566799822458,0.0334783251960349,0.0329163550056453,0,PASS,1
1,nominal,2,location,7,4174,0.00941063727839003,0.0349401054144705,0.0419380648344916,0,PASS,1
1,nominal,2,location,8,2130,0.0217197924388435,0.0516926118112181,0.0597421221044227,0,PASS,1
1,nominal,2,location,9,630,0.0381339527680989,0.0766550522648081,0.114942911720202,0,PASS,1
1,nominal,2,location,10,189,0.0264550264550264,0.0529100529100523,0.2197345206853,0,PASS,1
1,nominal,2,lfw,0,19823,0.000792513746657925,0.00158502749331581,0.02,0,PASS,1
1,nominal,2,lfw,1,15922,0.00289536490390654,0.00647406104760713,0.0206526511495503,0,PASS,1
1,nominal,2,lfw,2,8827,0.00795853630905174,0.0159170726181035,0.0277664842178674,0,PASS,1
1,nominal,2,lfw,3,428,0.0154205607476635,0.0308411214953271,0.0655450485098813,0,PASS,1
2,intensity-only,2,intensity,1,92,0,0,0.02,0,PASS,1
2,intensity-only,2,intensity,2,1399,0.0141036812008577,0.0282073624017155,0.0650063960442804,0,PASS,1
2,intensity-only,2,intensity,3,6178,0.00760858422358945,0.0156203733678652,0.037401722586789,0,PASS,1
2,intensity-only,2,intensity,4,32976,0.00176744298884005,0.00392523047064471,0.02,0,PASS,1
2,intensity-only,2,intensity,5,2593,0.00841365214037795,0.0168273042807559,0.0521271081493773,0,PASS,1
2,intensity-only,2,intensity,6,1762,0.00500454029511921,0.0100090805902383,0.0713327720107014,0,PASS,1
2,intensity-only,2,location,-2,0,NaN,NaN,NaN,0,NOT_VISITED,1
2,intensity-only,2,location,-1,22,0.121564482029599,0.369978858350952,0.644879019909209,0,PASS,1
2,intensity-only,2,location,0,113,0.0711651917404126,0.174410029498526,0.265400885857793,0,PASS,1
2,intensity-only,2,location,1,391,0.049923273657289,0.134680306905371,0.138798642919976,0,PASS,1
2,intensity-only,2,location,2,1448,0.0287016574585635,0.0824309392265193,0.0714871803646494,0,PASS,1
2,intensity-only,2,location,3,3086,0.0115100453661698,0.0348541801685029,0.0488192215867834,0,PASS,1
2,intensity-only,2,location,4,5445,0.006455463728191,0.0193388429752067,0.0366924558869598,0,PASS,1
2,intensity-only,2,location,5,20613,0.00287682530441954,0.00842381021685345,0.02,0,PASS,1
2,intensity-only,2,location,6,6759,0.00991566799822458,0.0334783251960349,0.0329163550056453,0,PASS,1
2,intensity-only,2,location,7,4174,0.00941063727839003,0.0349401054144705,0.0419380648344916,0,PASS,1
2,intensity-only,2,location,8,2130,0.0217197924388435,0.0516926118112181,0.0597421221044227,0,PASS,1
2,intensity-only,2,location,9,630,0.0381339527680989,0.0766550522648081,0.114942911720202,0,PASS,1
2,intensity-only,2,location,10,189,0.0264550264550264,0.0529100529100523,0.2197345206853,0,PASS,1
2,intensity-only,2,lfw,0,19823,0.000792513746657925,0.00158502749331581,0.02,0,PASS,1
2,intensity-only,2,lfw,1,15922,0.00289536490390654,0.00647406104760713,0.0206526511495503,0,PASS,1
2,intensity-only,2,lfw,2,8827,0.00795853630905174,0.0159170726181035,0.0277664842178674,0,PASS,1
2,intensity-only,2,lfw,3,428,0.0154205607476635,0.0308411214953271,0.0655450485098813,0,PASS,1
3,location-only,2,intensity,1,101,0,0,0.02,0,PASS,1
3,location-only,2,intensity,2,1554,0.00959716859716853,0.0214723294723294,0.0563008222798986,0,PASS,1
3,location-only,2,intensity,3,6717,0.00492407324698563,0.0115110912609803,0.0352533055732725,0,PASS,1
3,location-only,2,intensity,4,34291,0.00144146666277803,0.00288293332555604,0.02,0,PASS,1
3,location-only,2,intensity,5,2163,0.0045991678224688,0.0103633841886269,0.0540776870211795,0,PASS,1
3,location-only,2,intensity,6,174,0.0206896551724138,0.0413793103448276,0.228581532249244,0,PASS,1
3,location-only,2,location,-2,0,NaN,NaN,NaN,0,NOT_VISITED,1
3,location-only,2,location,-1,21,0.142109634551495,0.457973421926911,0.65278877158746,0,PASS,1
3,location-only,2,location,0,133,0.0537437343358392,0.152130325814536,0.240367997119946,0,PASS,1
3,location-only,2,location,1,410,0.034,0.103536585365854,0.133371738445044,0,PASS,1
3,location-only,2,location,2,1510,0.0120596026490066,0.0465496688741722,0.0724473614400055,0,PASS,1
3,location-only,2,location,3,4346,0.00434192360791533,0.0119424758398528,0.040445760079429,0,PASS,1
3,location-only,2,location,4,5439,0.00795798860084573,0.0292621805478948,0.0361323404142306,0,PASS,1
3,location-only,2,location,5,20235,0.00422485791944649,0.012573511242896,0.02,0,PASS,1
3,location-only,2,location,6,6400,0.00546875,0.03025,0.0332960674406559,0,PASS,1
3,location-only,2,location,7,3806,0.013033105622701,0.0429069889647924,0.0432367358324001,0,PASS,1
3,location-only,2,location,8,1976,0.0185829959514169,0.0637651821862347,0.061110317725223,0,PASS,1
3,location-only,2,location,9,555,0.020775653702483,0.0583607998242145,0.121032093680195,0,PASS,1
3,location-only,2,location,10,169,0.0334757834757835,0.0845058075827304,0.230719733028064,0,PASS,1
3,location-only,2,lfw,0,19823,0.000792513746657925,0.00158502749331581,0.02,0,PASS,1
3,location-only,2,lfw,1,15922,0.00289536490390654,0.00647406104760713,0.0206526511495503,0,PASS,1
3,location-only,2,lfw,2,8827,0.00795853630905174,0.0159170726181035,0.0277664842178674,0,PASS,1
3,location-only,2,lfw,3,428,0.0154205607476635,0.0308411214953271,0.0655450485098813,0,PASS,1
4,lfw-only,2,intensity,1,101,0,0,0.02,0,PASS,1
4,lfw-only,2,intensity,2,1554,0.00959716859716853,0.0214723294723294,0.0563008222798986,0,PASS,1
4,lfw-only,2,intensity,3,6717,0.00492407324698563,0.0115110912609803,0.0352533055732725,0,PASS,1
4,lfw-only,2,intensity,4,34291,0.00144146666277803,0.00288293332555604,0.02,0,PASS,1
4,lfw-only,2,intensity,5,2163,0.0045991678224688,0.0103633841886269,0.0540776870211795,0,PASS,1
4,lfw-only,2,intensity,6,174,0.0206896551724138,0.0413793103448276,0.228581532249244,0,PASS,1
4,lfw-only,2,location,-2,0,NaN,NaN,NaN,0,NOT_VISITED,1
4,lfw-only,2,location,-1,22,0.121564482029599,0.369978858350952,0.644879019909209,0,PASS,1
4,lfw-only,2,location,0,113,0.0711651917404126,0.174410029498526,0.265400885857793,0,PASS,1
4,lfw-only,2,location,1,391,0.049923273657289,0.134680306905371,0.138798642919976,0,PASS,1
4,lfw-only,2,location,2,1448,0.0287016574585635,0.0824309392265193,0.0714871803646494,0,PASS,1
4,lfw-only,2,location,3,3086,0.0115100453661698,0.0348541801685029,0.0488192215867834,0,PASS,1
4,lfw-only,2,location,4,5445,0.006455463728191,0.0193388429752067,0.0366924558869598,0,PASS,1
4,lfw-only,2,location,5,20613,0.00287682530441954,0.00842381021685345,0.02,0,PASS,1
4,lfw-only,2,location,6,6759,0.00991566799822458,0.0334783251960349,0.0329163550056453,0,PASS,1
4,lfw-only,2,location,7,4174,0.00941063727839003,0.0349401054144705,0.0419380648344916,0,PASS,1
4,lfw-only,2,location,8,2130,0.0217197924388435,0.0516926118112181,0.0597421221044227,0,PASS,1
4,lfw-only,2,location,9,630,0.0381339527680989,0.0766550522648081,0.114942911720202,0,PASS,1
4,lfw-only,2,location,10,189,0.0264550264550264,0.0529100529100523,0.2197345206853,0,PASS,1
4,lfw-only,2,lfw,0,19534,0.0017838640319443,0.00356772806388869,0.02,0,PASS,1
4,lfw-only,2,lfw,1,14970,0.00293086172344703,0.00828390113560469,0.0222616244485475,0,PASS,1
4,lfw-only,2,lfw,2,9033,0.00416943429646843,0.00833886859293693,0.0269757133174069,0,PASS,1
4,lfw-only,2,lfw,3,1463,0.000336637047163364,0.000673274094326722,0.0340498526632503,0,PASS,1
5,combined-mild,2,intensity,1,98,0,0,0.02,0,PASS,1
5,combined-mild,2,intensity,2,1481,0.0105405671843348,0.022994112086428,0.0600249695582832,0,PASS,1
5,combined-mild,2,intensity,3,6521,0.00324925624904156,0.00730424781475231,0.0360493800128638,0,PASS,1
5,combined-mild,2,intensity,4,33725,0.00176608846058776,0.00353217692117555,0.02,0,PASS,1
5,combined-mild,2,intensity,5,2396,0.0121843739565943,0.0243687479131886,0.052584539562733,0,PASS,1
5,combined-mild,2,intensity,6,779,0.0294582798459564,0.0589165596919127,0.107092010661228,0,PASS,1
5,combined-mild,2,location,-2,0,NaN,NaN,NaN,0,NOT_VISITED,1
5,combined-mild,2,location,-1,22,0.124587737843552,0.384397463002115,0.641712308280797,0,PASS,1
5,combined-mild,2,location,0,120,0.055833333333333,0.145416666666667,0.255800081941438,0,PASS,1
5,combined-mild,2,location,1,397,0.0530559193954659,0.131223173803526,0.136887149904101,0,PASS,1
5,combined-mild,2,location,2,1472,0.0194586956521738,0.0699043478260869,0.071955711369691,0,PASS,1
5,combined-mild,2,location,3,3591,0.0073434697855751,0.0247886382623225,0.0449554981611254,0,PASS,1
5,combined-mild,2,location,4,5440,0.00862941176470586,0.0225029411764705,0.0364826421781518,0,PASS,1
5,combined-mild,2,location,5,20473,0.00292160406388903,0.00855915596151027,0.02,0,PASS,1
5,combined-mild,2,location,6,6603,0.0115694684234439,0.039264697864607,0.0330988572197662,0,PASS,1
5,combined-mild,2,location,7,4046,0.0118086010874938,0.0291408798813643,0.0423371650484849,0,PASS,1
5,combined-mild,2,location,8,2055,0.0206213343577922,0.0612626456652579,0.0604738200692148,0,PASS,1
5,combined-mild,2,location,9,598,0.0355020801044128,0.0880985398482745,0.11744757421203,0,PASS,1
5,combined-mild,2,location,10,183,0.0276745598057069,0.0553491196114148,0.222682949048041,0,PASS,1
5,combined-mild,2,lfw,0,19707,0.00164394377632313,0.00328788755264631,0.02,0,PASS,1
5,combined-mild,2,lfw,1,15557,0.0024614642926014,0.00698723404255314,0.0212945210803108,0,PASS,1
5,combined-mild,2,lfw,2,8893,0.00744574384347241,0.0148914876869448,0.0274767025756829,0,PASS,1
5,combined-mild,2,lfw,3,843,0.00200830367734282,0.00401660735468555,0.0457955758916625,0,PASS,1
6,combined-medium,2,intensity,1,92,0,0,0.02,0,PASS,1
6,combined-medium,2,intensity,2,1399,0.0141036812008577,0.0282073624017155,0.0650063960442804,0,PASS,1
6,combined-medium,2,intensity,3,6178,0.00760858422358945,0.0156203733678652,0.037401722586789,0,PASS,1
