dataset_id,seed_id,distribution_id,distribution_label,path_hash_first,path_hash_replay,path_replay_pass,D_hash_first,D_hash_replay,A_hash_first,A_hash_replay,C_hash_first,C_hash_replay,scenario_hash_first,scenario_hash_replay,damage_hash_first,damage_hash_replay,formal_replay_pass,generation_and_replay_runtime_sec
11,2,4,lfw-only,01cdc7e3e5144ace2a28bdbc39292868d9a160ae279e0e0e84acdddac2b66e2b,01cdc7e3e5144ace2a28bdbc39292868d9a160ae279e0e0e84acdddac2b66e2b,1,995465a6b112db65637e3b0c655aa2ef0e31336296193c89df8f9446373b46da,995465a6b112db65637e3b0c655aa2ef0e31336296193c89df8f9446373b46da,d0beb6e3e3c4fd991c1443ed87e47e5d7d96629ce574b29195f040898baecefe,d0beb6e3e3c4fd991c1443ed87e47e5d7d96629ce574b29195f040898baecefe,50af552e68c4ef98d494fbaeae2e8c9f1e3f33afbbd13c5a492ee18e75d1f75f,50af552e68c4ef98d494fbaeae2e8c9f1e3f33afbbd13c5a492ee18e75d1f75f,25abf37fe805e8355356ffefe91b4b18af8d6d2f41cfbc1df4e17a28fb5c79d8,25abf37fe805e8355356ffefe91b4b18af8d6d2f41cfbc1df4e17a28fb5c79d8,f5c66dca1fb91907200a1e0bafb6937b7d85b2af393d156fc12fdf001e0d96f4,f5c66dca1fb91907200a1e0bafb6937b7d85b2af393d156fc12fdf001e0d96f4,1,24.2757407
12,2,5,combined-mild,91654bc076a5cb2fd67bbcccabcfb27800c374396d8c34e99b3e81676174962b,91654bc076a5cb2fd67bbcccabcfb27800c374396d8c34e99b3e81676174962b,1,b09d53df99749be59fd11222c892d6229b8801f55b3b591f321c92712f13c8f3,b09d53df99749be59fd11222c892d6229b8801f55b3b591f321c92712f13c8f3,07225756850ce21b25a721c016b2423c09f4023fe10d9b4513f76b7b0ec5b246,07225756850ce21b25a721c016b2423c09f4023fe10d9b4513f76b7b0ec5b246,9a282b3c866132128ced2220812390bca91223203cf0dfe7b573e3c85e5efd3f,9a282b3c866132128ced2220812390bca91223203cf0dfe7b573e3c85e5efd3f,e9eca1316c4ef049cc954f365ea7b657a65523a5af44a6668ffa0579dfa32617,e9eca1316c4ef049cc954f365ea7b657a65523a5af44a6668ffa0579dfa32617,4d98e013c57ab176db6ce881a3a270a8095a8620cdb99f2735e81a595450e337,4d98e013c57ab176db6ce881a3a270a8095a8620cdb99f2735e81a595450e337,1,25.8573713
13,2,6,combined-medium,69887b8ea84cddce29d81f9ea1a4c195673f9e7dc826722f2ba7334df204f9c0,69887b8ea84cddce29d81f9ea1a4c195673f9e7dc826722f2ba7334df204f9c0,1,8a25650e3dd6af2e9840ad89ded42feaf5f07286889fda775e1b768aeb86bd94,8a25650e3dd6af2e9840ad89ded42feaf5f07286889fda775e1b768aeb86bd94,a448b241c15c8d2697fcf5309a7b9ce9c02bf9eb37dc0e2195d78cc21ae5f6cb,a448b241c15c8d2697fcf5309a7b9ce9c02bf9eb37dc0e2195d78cc21ae5f6cb,de2fc4450d89273b6c4d5b107a2ff6c5c35ecf7a20f7de02ad96c229c3ac44ea,de2fc4450d89273b6c4d5b107a2ff6c5c35ecf7a20f7de02ad96c229c3ac44ea,da2a79cb86da2d9866e133f9d2a5b80cf5af8e8b0a4b940344b2ce23441378a4,da2a79cb86da2d9866e133f9d2a5b80cf5af8e8b0a4b940344b2ce23441378a4,59725166b2e0f25f4e2ede40fe810ab60d665177c3252aaa8d7f5a1a3f966f50,59725166b2e0f25f4e2ede40fe810ab60d665177c3252aaa8d7f5a1a3f966f50,1,22.9126046
14,2,7,combined-strong,09939fae57398935f592c86698cbc107ad8c40e44b847ed99ab8717056ecb4bb,09939fae57398935f592c86698cbc107ad8c40e44b847ed99ab8717056ecb4bb,1,4a79da0b534291caf1312d98d8a803c6b21d6b988102ae598f187a7027541680,4a79da0b534291caf1312d98d8a803c6b21d6b988102ae598f187a7027541680,120a66bed563b2828f1815c2483005c07fed14f85da7bc5379ab50940fd9644b,120a66bed563b2828f1815c2483005c07fed14f85da7bc5379ab50940fd9644b,df2481255b6b15e698802fbe54b8d34c045c797745390c638aa0cbc3f3a45a89,df2481255b6b15e698802fbe54b8d34c045c797745390c638aa0cbc3f3a45a89,564f519ca4230788b4634debb3505b7c27d67ece377bd8b4fa5a2f3e0150e951,564f519ca4230788b4634debb3505b7c27d67ece377bd8b4fa5a2f3e0150e951,6252567b221142ee5a6bf6fd3c639ed99c3dfd05311b35b2837ae16fbb2e95fb,6252567b221142ee5a6bf6fd3c639ed99c3dfd05311b35b2837ae16fbb2e95fb,1,32.4169651
15,3,1,nominal,62432e909c2593b484574c319bf027c6e394db0625ece0cce624f539387096de,62432e909c2593b484574c319bf027c6e394db0625ece0cce624f539387096de,1,e6de758df12a95edaae554296a091474f73054bd6cafdb4e605b414206ece725,e6de758df12a95edaae554296a091474f73054bd6cafdb4e605b414206ece725,e02a87807716815bfb5d4db06cf747b8e8adc98282a2b15cf61208cfe584d24f,e02a87807716815bfb5d4db06cf747b8e8adc98282a2b15cf61208cfe584d24f,bbae0c2b6a72446a3d28c6830eddcadf0df8a452067bca66d86fb0f6385259a8,bbae0c2b6a72446a3d28c6830eddcadf0df8a452067bca66d86fb0f6385259a8,0c3d92b30caa37d7eb4c6494169b37b26d113c0b285c02c6e9e15b1dfc6a6232,0c3d92b30caa37d7eb4c6494169b37b26d113c0b285c02c6e9e15b1dfc6a6232,a7479e9c44aa32ee4cbb00b8ac983f41a344ccc75dadae8337f18735dba1b89c,a7479e9c44aa32ee4cbb00b8ac983f41a344ccc75dadae8337f18735dba1b89c,1,22.7241295
16,3,2,intensity-only,5d8da02134666fe26240fe18fc85d7022d22a0dc1891978636b5511220be9d69,5d8da02134666fe26240fe18fc85d7022d22a0dc1891978636b5511220be9d69,1,1354e04daf2991555e261a4986e1c65ee07c3b550e34b3aca9967d8a39e99ab7,1354e04daf2991555e261a4986e1c65ee07c3b550e34b3aca9967d8a39e99ab7,bc4fb55822027d5f2f142980664e1233ca5d7ff637559b2b23433d3be5566136,bc4fb55822027d5f2f142980664e1233ca5d7ff637559b2b23433d3be5566136,658448411b2be905deb782f1ac519ba3de9a5e9ed478879c61957d62f5882f31,658448411b2be905deb782f1ac519ba3de9a5e9ed478879c61957d62f5882f31,86baac90e7a8199a9b54dd040f0aa33d8f9fc60a4fcfd545d9a9206fa08c0a60,86baac90e7a8199a9b54dd040f0aa33d8f9fc60a4fcfd545d9a9206fa08c0a60,ceaca94f31a171ae5cbc6efe4207403a4d9be7967056c8427a87cee52de4506a,ceaca94f31a171ae5cbc6efe4207403a4d9be7967056c8427a87cee52de4506a,1,23.2053157
17,3,3,location-only,3fdaca758149a20d6625e27eb124522cd238186a4175d9ebdee6e05ecab53f1d,3fdaca758149a20d6625e27eb124522cd238186a4175d9ebdee6e05ecab53f1d,1,b7659567198043521687297964a29e84093f1c360b9b0d0cdf3f3925b7a6e489,b7659567198043521687297964a29e84093f1c360b9b0d0cdf3f3925b7a6e489,1a44d4b6c649eaaed2450e8708cdd4fbca8c3268105ff63831d87962d0856799,1a44d4b6c649eaaed2450e8708cdd4fbca8c3268105ff63831d87962d0856799,805e9d1092564b778d96eca797751993030fbddbcf731ce558ead234c310a5df,805e9d1092564b778d96eca797751993030fbddbcf731ce558ead234c310a5df,29bfb016af9c01ebb3717ca6d3a1c00786afc278c3875b3a29d53b01e0fe1d6c,29bfb016af9c01ebb3717ca6d3a1c00786afc278c3875b3a29d53b01e0fe1d6c,8c96b9122abdafb6533ceba345acdf1d6447af53915ff7c50acc923455c7b961,8c96b9122abdafb6533ceba345acdf1d6447af53915ff7c50acc923455c7b961,1,29.4148945
18,3,4,lfw-only,e268fea0c882740815165c02adca2d97f6a0e9d24de3c040fbcc835797d4b6e1,e268fea0c882740815165c02adca2d97f6a0e9d24de3c040fbcc835797d4b6e1,1,9f713c259e4b5c22d5950d7793f2f402a1238d5bb715f0d32954f2e4a2f6ef8d,9f713c259e4b5c22d5950d7793f2f402a1238d5bb715f0d32954f2e4a2f6ef8d,a5e7544d8722f5d2f3fd32c3b4fcc1bf945e02f61e3fa5b7e70727b8586ef928,a5e7544d8722f5d2f3fd32c3b4fcc1bf945e02f61e3fa5b7e70727b8586ef928,fc6bdade0244295c9100b8762e1d4f90f2d5990473b03f20a5ce1c426195f9ca,fc6bdade0244295c9100b8762e1d4f90f2d5990473b03f20a5ce1c426195f9ca,1c3ff26299e79a0f1abe6982aefe8c8a65e76f307bb665ddcaf9c9b192cd7c6f,1c3ff26299e79a0f1abe6982aefe8c8a65e76f307bb665ddcaf9c9b192cd7c6f,d28da116908cd301fbbc2ed44635cc75a287a740c48447c95d429949c6e94588,d28da116908cd301fbbc2ed44635cc75a287a740c48447c95d429949c6e94588,1,21.471138
19,3,5,combined-mild,c6004b85ea986a0da9a9c70b7504a91c391b753b7fa438b5fa29e6989e8f52b0,c6004b85ea986a0da9a9c70b7504a91c391b753b7fa438b5fa29e6989e8f52b0,1,bd7a0cf8ed030efcc557774d62debcc62eb2ffb82a73b7cbac20af7da660f4f6,bd7a0cf8ed030efcc557774d62debcc62eb2ffb82a73b7cbac20af7da660f4f6,b2c7aee63d04bc8c5b28e0e5737e236065b0446a9f1a76cbe2a3bc3f29ea6092,b2c7aee63d04bc8c5b28e0e5737e236065b0446a9f1a76cbe2a3bc3f29ea6092,3db2f30c5cb48eea8fe6bffbea329150e01888735fd28bd983b462eba4d1865e,3db2f30c5cb48eea8fe6bffbea329150e01888735fd28bd983b462eba4d1865e,d65a267faa911a4dbcd972387e7f1f935bdb4f1edd534054ad60dd96fdb5efa3,d65a267faa911a4dbcd972387e7f1f935bdb4f1edd534054ad60dd96fdb5efa3,c02bf00f3224cdb4172d1099e1e78a1d2e1154d1197e88b0b1964a2f969308c4,c02bf00f3224cdb4172d1099e1e78a1d2e1154d1197e88b0b1964a2f969308c4,1,22.3989943
20,3,6,combined-medium,0d2e2ec20c321fb9edcee2e55bb13caa27cd7ca7970528e1c882656a9defa1d4,0d2e2ec20c321fb9edcee2e55bb13caa27cd7ca7970528e1c882656a9defa1d4,1,ad12932c168d2c78cd8e055ad222b41beaf010a717addfcf9b8c1f7f4d296126,ad12932c168d2c78cd8e055ad222b41beaf010a717addfcf9b8c1f7f4d296126,360e05a41e9167b4aceadb56da1d24dfd77d497bedd0ab2402d4b963bbac484d,360e05a41e9167b4aceadb56da1d24dfd77d497bedd0ab2402d4b963bbac484d,f78730139fa2e1e05ab5336192b1214d4f12c19f455aac3c7e06e1f42be32522,f78730139fa2e1e05ab5336192b1214d4f12c19f455aac3c7e06e1f42be32522,ed2ce2b6e3c6db490c33e8bb0daaac0dfd3205136df1349b36cc5e397f6e812a,ed2ce2b6e3c6db490c33e8bb0daaac0dfd3205136df1349b36cc5e397f6e812a,870128517392901607c21433bbf7c9516e964c61555485fbd90e1363a1c79ecf,870128517392901607c21433bbf7c9516e964c61555485fbd90e1363a1c79ecf,1,24.5392571
21,3,7,combined-strong,16a05a92315d8e0325ea85fcb8be4a3adb3008f07045e6140dc1400920850d52,16a05a92315d8e0325ea85fcb8be4a3adb3008f07045e6140dc1400920850d52,1,287500ff488c4b20112773dd01db9ccfa0e3c09791dd0b9fc5ae65173d56e7df,287500ff488c4b20112773dd01db9ccfa0e3c09791dd0b9fc5ae65173d56e7df,5a8835d67d69bb69f3ea1a41df881d614f0fa99660aba73e3150ed28425c195a,5a8835d67d69bb69f3ea1a41df881d614f0fa99660aba73e3150ed28425c195a,9abf851a7a265ceea331afdd08a2e2d1442726cf1c5f35d3c30146316a33b5be,9abf851a7a265ceea331afdd08a2e2d1442726cf1c5f35d3c30146316a33b5be,ce2162d2b95744fba16cc3ec2feeb804d151efcfe3f239bf306a4cefbfa9bf7d,ce2162d2b95744fba16cc3ec2feeb804d151efcfe3f239bf306a4cefbfa9bf7d,d5e2d6da93bd5a675e33adbb3877184a9c0f6f67653adf1fcba6329796057089,d5e2d6da93bd5a675e33adbb3877184a9c0f6f67653adf1fcba6329796057089,1,20.1713886
