candidate,profile_id,global_hour,site1_lp_pel_kw,site2_lp_pel_kw,site3_lp_pel_kw,site4_lp_pel_kw,site1_effective_increment_above_base_kw,site2_effective_increment_above_base_kw,site3_effective_increment_above_base_kw,site4_effective_increment_above_base_kw,effective_total_physical_pmax_kw,candidate_increment_hostable,missing_candidate_increment_kw,minimum_voltage_pu,minimum_voltage_margin_pu,critical_bus,critical_branch,voltage_limited_flag,branch_limited_flag,substation_limited_flag,source,site_resolved_joint_witness
B1000,338,28,375,0,0,150,75,0,0,0,845,YES,0,0.936243912432,0.0362439124317,33,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,389,28,375,200,120,150,75,0,0,0,845,YES,0,0.918390200047,0.0183902000468,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,413,29,375,0,0,150,75,0,0,0,845,YES,0,0.936999655881,0.0369996558812,33,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,457,29,375,0,120,150,75,0,0,0,845,YES,0,0.9295873649,0.0295873648999,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,465,29,375,200,120,150,75,0,0,0,845,YES,0,0.919192320594,0.0191923205942,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,466,30,375,0,0,0,75,0,0,0,845,YES,0,0.942390883917,0.0423908839172,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,496,30,375,0,0,150,75,0,0,0,845,YES,0,0.938731140689,0.0387311406894,33,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,499,30,375,0,120,150,75,0,0,0,845,YES,0,0.931404396979,0.0314043969788,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,511,30,375,200,120,150,75,0,0,0,845,YES,0,0.92102986052,0.0210298605198,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,512,31,375,0,0,0,75,0,0,0,845,YES,0,0.943678070267,0.0436780702675,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,518,31,375,0,0,150,75,0,0,0,845,YES,0,0.939972286808,0.0399722868081,33,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,544,31,375,0,0,150,75,0,0,0,845,YES,0,0.939972286808,0.0399722868081,33,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,551,31,375,200,120,150,75,0,0,0,845,YES,0,0.922346857848,0.0223468578483,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,552,32,375,0,0,0,75,0,0,0,845,YES,0,0.939811222354,0.0398112223543,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,567,32,375,0,0,150,75,0,0,0,845,YES,0,0.936243912432,0.0362439124317,33,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,570,32,375,200,120,150,75,0,0,0,845,YES,0,0.918390200047,0.0183902000468,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,661,33,375,200,120,150,75,0,0,0,845,YES,0,0.910628197048,0.0106281970479,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,728,34,375,200,120,150,75,0,0,0,845,YES,0,0.911460393182,0.0114603931818,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,761,35,375,200,120,150,75,0,0,0,845,YES,0,0.909247058341,0.00924705834092,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,785,36,375,200,120,150,75,0,0,0,845,YES,0,0.908920303549,0.00892030354892,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,812,37,375,200,120,150,75,0,0,0,845,YES,0,0.908921880487,0.00892188048651,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,840,38,375,200,120,150,75,0,0,0,845,YES,0,0.909914664177,0.00991466417703,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,883,39,375,200,120,150,75,0,0,0,845,YES,0,0.913803412701,0.0138034127011,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,957,40,375,200,120,150,75,0,0,0,845,YES,0,0.912241368708,0.0122413687083,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,993,41,375,200,120,150,75,0,0,0,845,YES,0,0.911303550732,0.0113035507317,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,1029,42,375,200,120,150,75,0,0,0,845,YES,0,0.911678687674,0.0116786876744,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,1056,43,375,200,120,150,75,0,0,0,845,YES,0,0.906137309712,0.00613730971202,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,1080,44,300,200,53.7144125081,150,0,0,0,0,770,NO,75,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,1107,45,300,200,25.4407801931,150,0,0,0,0,770,NO,75,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,1148,46,300,200,53.7144125081,150,0,0,0,0,770,NO,75,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B1000,1194,47,300,200,67.537284676,150,0,0,0,0,770,NO,75,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,26,16,0,250,0,0,0,50,0,0,820,YES,0,0.922336496929,0.0223364969295,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,27,16,300,250,120,150,0,50,0,0,820,YES,0,0.909905192707,0.00990519270726,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,28,17,0,250,0,0,0,50,0,0,820,YES,0,0.921408953919,0.0214089539187,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,36,17,300,250,0,150,0,50,0,0,820,YES,0,0.918028857099,0.0180288570994,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,37,17,300,250,120,150,0,50,0,0,820,YES,0,0.908964964401,0.00896496440129,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,38,18,0,250,0,0,0,50,0,0,820,YES,0,0.921779978273,0.0217799782731,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,41,18,300,250,0,150,0,50,0,0,820,YES,0,0.918401246978,0.018401246978,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,42,18,300,250,120,150,0,50,0,0,820,YES,0,0.909341066098,0.00934106609821,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,43,19,0,250,0,0,0,50,0,0,820,YES,0,0.916299690515,0.0162996905148,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,48,19,300,250,0,150,0,50,0,0,820,YES,0,0.912900676384,0.0129006763844,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,49,19,300,250,0,150,0,50,0,0,820,YES,0,0.912900676384,0.0129006763844,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,50,19,300,250,120,150,0,50,0,0,820,YES,0,0.903785355593,0.00378535559334,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,51,20,0,250,0,0,0,50,0,0,820,YES,0,0.904889708797,0.00488970879729,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,55,20,300,250,0,0,0,50,0,0,820,YES,0,0.903678404419,0.00367840441918,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,56,20,300,250,0,150,0,50,0,0,820,YES,0,0.90144767302,0.00144767301986,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,60,20,300,200,53.7144125081,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,61,20,300,200,53.7144125081,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,62,20,300,200,53.7144125081,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,63,20,300,200,53.7144125081,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,65,21,0,250,0,0,0,50,0,0,820,YES,0,0.90273124471,0.00273124471043,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,72,21,300,250,0,60.9344548861,0,50,0,0,820,YES,0,0.900609342437,0.000609342436696,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,73,21,300,236.535874294,0,150,0,36.535874294,0,0,806.535874294,NO,13.464125706,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,77,21,300,200,25.4407801931,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,78,21,300,200,25.4407801931,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,79,21,300,200,25.4407801931,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,80,22,0,250,0,0,0,50,0,0,820,YES,0,0.904889708797,0.00488970879729,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,89,22,300,250,0,150,0,50,0,0,820,YES,0,0.90144767302,0.00144767301986,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,90,22,300,200,53.7144125081,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,92,22,300,200,53.7144125081,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,93,22,300,200,53.7144125081,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,96,23,0,250,0,0,0,50,0,0,820,YES,0,0.905943102032,0.00594310203226,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,97,23,0,250,0,150,0,50,0,0,820,YES,0,0.903717960815,0.00371796081475,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,105,23,300,250,0,150,0,50,0,0,820,YES,0,0.902505083767,0.00250508376713,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,108,23,300,200,67.537284676,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,110,23,300,200,67.537284676,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,111,23,300,200,67.537284676,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,112,23,300,200,67.537284676,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,113,23,300,200,67.537284676,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,115,23,300,200,67.537284676,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,125,24,300,250,120,150,0,50,0,0,820,YES,0,0.900052421437,5.24214372741e-05,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,126,24,300,250,120,150,0,50,0,0,820,YES,0,0.900052421437,5.24214372741e-05,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,143,25,300,250,120,150,0,50,0,0,820,YES,0,0.909444015226,0.00944401522576,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,246,26,300,250,120,150,0,50,0,0,820,YES,0,0.913439425179,0.0134394251786,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,314,27,300,250,120,150,0,50,0,0,820,YES,0,0.914743670249,0.0147436702494,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,389,28,300,250,120,150,0,50,0,0,820,YES,0,0.916069705031,0.0160697050306,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,465,29,300,250,120,150,0,50,0,0,820,YES,0,0.916873855649,0.0168738556487,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,511,30,300,250,120,150,0,50,0,0,820,YES,0,0.918716032788,0.0187160327881,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,551,31,300,250,120,150,0,50,0,0,820,YES,0,0.92003634228,0.0200363422798,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,552,32,0,250,0,0,0,50,0,0,820,YES,0,0.928418471557,0.0284184715565,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,570,32,300,250,120,150,0,50,0,0,820,YES,0,0.916069705031,0.0160697050306,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,661,33,300,250,120,150,0,50,0,0,820,YES,0,0.908287871873,0.00828787187301,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,728,34,300,250,120,150,0,50,0,0,820,YES,0,0.909122210306,0.00912221030615,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,761,35,300,250,120,150,0,50,0,0,820,YES,0,0.906903169051,0.00690316905085,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,785,36,300,250,120,150,0,50,0,0,820,YES,0,0.906575569457,0.00657556945701,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,812,37,300,250,120,150,0,50,0,0,820,YES,0,0.906577150473,0.00657715047313,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,840,38,300,250,120,150,0,50,0,0,820,YES,0,0.907572499042,0.00757249904195,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,883,39,300,250,120,150,0,50,0,0,820,YES,0,0.911471240357,0.0114712403566,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,957,40,300,250,120,150,0,50,0,0,820,YES,0,0.909905192707,0.00990519270726,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,993,41,300,250,120,150,0,50,0,0,820,YES,0,0.908964964401,0.00896496440129,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,1029,42,300,250,120,150,0,50,0,0,820,YES,0,0.909341066098,0.00934106609821,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,1056,43,300,250,120,150,0,50,0,0,820,YES,0,0.903785355593,0.00378535559334,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,1080,44,300,200,53.7144125081,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,1107,45,300,200,25.4407801931,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,1148,46,300,200,53.7144125081,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0100,1194,47,300,200,67.537284676,150,0,0,0,0,770,NO,50,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,26,16,0,0,150,0,0,0,30,0,800,YES,0,0.92413619237,0.0241361923701,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,27,16,300,200,150,150,0,0,30,0,800,YES,0,0.910270332051,0.0102703320507,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,28,17,0,0,150,0,0,0,30,0,800,YES,0,0.923210457502,0.0232104575023,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,36,17,300,200,150,150,0,0,30,0,800,YES,0,0.909330481291,0.00933048129107,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,37,17,300,200,150,150,0,0,30,0,800,YES,0,0.909330481291,0.00933048129107,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,38,18,0,0,150,0,0,0,30,0,800,YES,0,0.92358075815,0.0235807581502,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,41,18,300,200,150,150,0,0,30,0,800,YES,0,0.909706431872,0.00970643187165,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,42,18,300,200,150,150,0,0,30,0,800,YES,0,0.909706431872,0.00970643187165,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,43,19,0,0,150,0,0,0,30,0,800,YES,0,0.91811121947,0.0181112194705,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,48,19,300,0,150,150,0,0,30,0,800,YES,0,0.914718936845,0.0147189368452,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,49,19,300,200,150,150,0,0,30,0,800,YES,0,0.904152966417,0.00415296641719,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,50,19,300,200,150,150,0,0,30,0,800,YES,0,0.904152966417,0.00415296641719,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,51,20,0,0,150,0,0,0,30,0,800,YES,0,0.906724033853,0.00672403385338,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,55,20,300,0,150,0,0,0,30,0,800,YES,0,0.905515183249,0.00551518324857,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,56,20,300,0,150,150,0,0,30,0,800,YES,0,0.903288987906,0.00328898790643,18,1,False,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
B0010,60,20,300,200,53.7144125081,150,0,0,-66.2855874919,0,703.714412508,NO,96.2855874919,0.9,0,18,1,True,False,False,STAGE89Q_G_SINGLE_SITE_CACHE,YES
