source_file,bytes,sha256
CH2008BST.txt,24771,18c2b2e1deec683d3c885ed55d5670fcd9a5d50d8e209f89bd3e68056a6891ea
CH2009BST.txt,29349,105d94f62017738062b16c5c1678166f90fbb36c360da8f8c13973c976de627f
CH2010BST.txt,16758,0c0e519bc6cd147fa6239494c94856ebb72263b576200c31b2b0470bbbbc8f23
CH2011BST.txt,28161,600d37ef60a892d916c20549bc62031b9acbae9ff15c719b6aecd9f7caf9d474
CH2012BST.txt,34929,21f489905f79aa10e183d5aac08ad1ca36cf8291dbbcab6f37bf2cec96af3b74
CH2013BST.txt,34161,d76c603ec391d70c21af81468333719444b38f27908ececd5527dcad7308a6db
CH2014BST.txt,30280,98698fcf1ca82c26dd6bbb39ca5699973b1c907b3cc7b397225121b7eb36e1c0
CH2015BST.txt,43146,2fe3a40e9bddf5e09a1b4e2b03c8484440215f7ac429c953b624f69cd315d347
CH2016BST.txt,28273,c1634cd4b80d3284c0ba392e5faf0b347b86664f65c13062dc47e8f14802d2f3
CH2017BST.txt,32019,a44a8dcf1a77a7129211fdd48d292e617152f9aeacc21e06ca01d1e2e1ae647e
CH2018BST.txt,47584,d049538222162ceb705ea49750baf54771b90d883a723ae6578b2e9bd8950c30
CH2019BST.txt,38581,07f0e7df01bdfc1dd44e591ce4b8dee82762524ae323101f0d9ecaeaf3716101
CH2020BST.txt,28338,63f0e55283379b67cb8777a4b495676de996ee63042c3d78cb180a855c38b408
CH2021BST.txt,35284,263d7ece7bf9ac7965319cb02100851bdadf6d586b627660f893441b791101eb
CH2022BST.txt,28848,acf716e12716b44723dbcf050f03af4c0e12ea610373d5c24d1d92f1b91324c8
CH2023BST.txt,29902,7b54ff1c2f6a5cad67d55d211a0aa85b4d3fc5e6280c5902362ddf9969a84a7c
CH2024BST.txt,33669,9b7896e139498b43e8c42cb9a2b7d0baa56d70cbcf791abb32e07017fb26fb92
