a0,loc0,lfw0,seed_id,N,nested_parent_N,prefix_start,prefix_end,record_weight,record_weight_sum,nested_in_parent_pass,resistance_seed,wind_seed,state_id,base_seed,permutation_checksum,prefix_record_id_sha256,selected_record_id_min,selected_record_id_max,selected_record_id_unique_count,q_W1_prefix_sha256,q_W2_prefix_sha256,q_W3_prefix_sha256,wind_bounds_pass,separate_wind_resistance_seed_pass,sampling_unit,weight_definition,path_probability_weighting
2,2,0,2,500,1000,1,500,0.002,1,1,20460730,350460762,2,20260724,966689039,f68109b934f4c294ca4b4b6829c9f526e1fff0847aec37a75af6481ad99d3195,52,14997,500,958e7f71d6dd0112a99d1a2b475b195fc0acf00deda60bbcf31bdbd03cb7c02b,8bb550290e9db739457885e25c51983018480f5092124d370f1a603c6900e850,051c9c821627399b572dfe4610b4cf573bb8d8fe497ebf9b38229277f4410f3e,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,2,0,2,1000,2000,1,1000,0.001,1,1,20460730,350460762,2,20260724,3814453779,6f44825006024514ea06ffa60f291d1be09858cfaed62d7360714adbcceb99d4,36,14997,1000,351ce10ccb8a349e1ba2bc2bc21c01f82da7aa35a399404cd83e25828b069e60,ded059f268ac7985ba60d805a00f94c23cdffea6556a68fe57efddd93d05ff7d,a7caca2ebdd71224ee900fa67d1ecc569938252c95b787c8a73920a9f4f37385,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,2,0,2,2000,5000,1,2000,0.0005,1,1,20460730,350460762,2,20260724,14825514738,fdd00d0d908b636937080252cac0b828ed288f7664784d2a7ccbb5b01c894751,6,14997,2000,f2f168f760bd0bed0485c538f848ea9fe74b1290ea242db6d728e8309c7278cd,00a084552fd7c6276cf69e72e6d0b10cfe86c69cf8b67d5a22519d17484fbd62,cf53d10f932cd6d0d258cec8ce35b93b7feecd066af70a9d4c274f945ba493c0,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,2,0,2,5000,10000,1,5000,0.0002,1.00000000000002,1,20460730,350460762,2,20260724,93201608641,153ab8d4a90de16dc99074ae0ff8899f7412e9af01fb08299a187af8234df438,6,14999,5000,089d5149658e5ae9ebab8164177941fe310d9794b9d1afd4c146fcf31251d3b6,5d87cc1a3fd56edbd0f8b1e8686e8e4fceb0b49f941b73083348f9b1f2fc2914,eb0e9f3cbc104c86b04cd482d566b9fa50f3d52ce4048df65062001fa8a0ab57,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,2,0,2,10000,15000,1,10000,0.0001,0.999999999999955,1,20460730,350460762,2,20260724,376396616725,800d024c941ba0a094f59946943d9636e482be29f2d250e45828292096cd29d1,2,14999,10000,4e07d2c9428fae2b0d787ed6a767063fe1655c867b8ac309a932b6249076b315,9a9cc8d609bb45ab3999e67879ab91c4ba167fd2fa07271407b5bda987a8e825,c666f70d7987c49b284fc90bdd2a7828a03c0703a2c8d6ee1a3469d3e2f21c5f,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,2,0,2,15000,NaN,1,15000,6.66666666666667e-05,0.999999999999968,1,20460730,350460762,2,20260724,846640988326,7714efc26ce1fa92e31c2f19b7a99f7332ac3da209a8d00eb8d69c475816ac2b,1,15000,15000,4e3726196666978d3fa455700d2c8848720dcb72659eeaaa80071afbf469d7ce,fc84b69f2069055c8889e3c027ca8c5b79c2def29fe12d069fc1b6789edbb9b4,e2dbeac7053207613f238a9d26954daa75a14e62801ba394f686a5c45e0b1fee,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,2,0,3,500,1000,1,500,0.002,1,1,20460731,350460763,2,20260725,933709774,628b61b2a0ea1fb27498ec920c42c0ddaaf8f2607acb64fb44dbd4be96f63194,9,14942,500,9a7b16e75b0dbeb905bd6314b2989ace974cee0f0aec338ae358174fc96ddb29,d7d19328194f1f5d56d6d91f4e8270d513176edddf4810f47a921f764769eb83,d5d82b35cfc286f1e1c8112ad9ad4ddc23b73c0cdacfe71aecd0bb398afea19c,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,2,0,3,1000,2000,1,1000,0.001,1,1,20460731,350460763,2,20260725,3741493944,2d9944b2a9811d863544768d3aa58ada6ccdf7ee58db247856d733149bfe4573,9,14976,1000,17ad0ccf46e586bdde977e58439f37d9abba03f0d0e002a98a6c7a9a080544c4,7800ebe66042aaf306a9aebeb86ae9a38f3b19e39fda793863479c9ea6522814,2d13e088769ab8f41b5ebd3208549dad90a6d691ce4d2db222a630de3452b1bc,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,2,0,3,2000,5000,1,2000,0.0005,1,1,20460731,350460763,2,20260725,14793828213,3d6c0876d6c5a5347f62d685893479d5b6089f2a9e7893c3db769a0ff0e86184,9,14997,2000,63793fc3c9a7366842802bc4dfc0a10b4d646eef3a832af936cbd79877a37c3b,3f0aab2ce6f010b93f82e324ea886aa4422db5a9f3bde516711ec81d9ea664d9,5898dd1f303e7308ddabdfd4a1a0d7313375f49da6516b0ef6eb7f9f203b1059,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,2,0,3,5000,10000,1,5000,0.0002,1.00000000000002,1,20460731,350460763,2,20260725,93295305520,cba4b1b10352d5d32bc986007e2ef6a68df02aba38f225d52a97db287c18c93d,2,14999,5000,246174b932b16d876ebdf00721ee59ad77e255d3125e80c317eaedde0302dff6,6502f847693a62d78ee0bf93c723c62df801948532131bc2d564b2a1d8270c51,fd4f4f93f821da4b37a1ecd9f28e40dd80335a53efe34c48eb473fd8b02c6c41,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,2,0,3,10000,15000,1,10000,0.0001,0.999999999999955,1,20460731,350460763,2,20260725,373660052112,973eb8acb81f948af7c3602a72515e0dfbd23537db6247a8841979c0386a35c7,1,15000,10000,408e009b63323d3935f72cd692d64f4be52284de9a6f9cb26290dff8499f2bf6,8fae2cf71711a45ad3c9a1b46744dde3f2dd813576c9f8dba46904a76458f3f5,fe70fd428d38d90919741101b6645d65ecbc6a2db5831e65c71be8f32e457072,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,2,0,3,15000,NaN,1,15000,6.66666666666667e-05,0.999999999999968,1,20460731,350460763,2,20260725,846029969727,f573c554054062136da1bdfd5c6788be7f73c05f611a58929b046d4e02249261,1,15000,15000,27e28ad76e46eff30f9e6775a416a057a46cdae40c2482288468225c292e4eea,c571dc28e2d9a8b13ed154a688b8b1d0e69764ee14f7297e0328763bb34d99e4,408941b855273b4a9b0c4e929a04c29c19bc7a73176c021970848461b18e6f4e,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,3,0,1,500,1000,1,500,0.002,1,1,20560732,350560780,3,20260723,935453087,a7c2629bbbc1b16f9764b7a04994945314fc53ef598d19bd7a8513e81969ab4c,43,14994,500,d169885f6ce1232c6a772a67ffbb9658c445c65462d8d318bd78fffcdaf752a5,38fc7b471b2979ecd918986a3dd8b0351bea39616526ce3264061b994cf2da5f,8cb9e2206e297bcae8f14d09c1d97042c77eef457d5df5b2e04fb8cf958cc276,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,3,0,1,1000,2000,1,1000,0.001,1,1,20560732,350560780,3,20260723,3614016496,7ba4517b108c4590a5036403e01d2f49b98ad9109a230a9f1d15c57d3ffa71cb,10,14995,1000,8a212312f8900b84dc52b5bcc12fc3ffbe0dee4a82febc48fbeb002850e85e04,3731d76dd32eab7622cd53a03f2ec8029b5c8736ff3826d005535052e9e2a5d7,689f4359bafed45aa2cbdfca3c93d776f9e7a15dadd30012f6ad9712c62e373a,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,3,0,1,2000,5000,1,2000,0.0005,1,1,20560732,350560780,3,20260723,14864267255,53ea9c3d062ac49cafc0b49adc208ab5b7de8660fb00ad7519f707705546f130,10,14996,2000,956b9df476bf3d7848c6515bef25263d53a4b7ddb9d1333648a3e8d5633e8065,ba66b9452aa4835a570867589ee92d818a65c9d19e2643aae2f189d3d75236fd,988cfd4f7cdc857b615f9a3c56cebf7795079afb9140c8d1a3dca6ad9ad1cb0f,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,3,0,1,5000,10000,1,5000,0.0002,1.00000000000002,1,20560732,350560780,3,20260723,93005140506,98d386710ffca34039b94e0298236bdec97e11983d8e1462e7f7800e6d1ad415,6,15000,5000,7f09285500c089ebdb930cd44c5e80d94733c6a39a69813b99abf9d8574a2ecf,f5f65e1b3ff8e90553333e1e5e2044cf87ffbd7cce10d14c69abd64454977194,c14f210bc0e2798b5352a349ab4b5185d183263a805e6b2c44b31e58ac6c3f23,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,3,0,1,10000,15000,1,10000,0.0001,0.999999999999955,1,20560732,350560780,3,20260723,374513234498,652ec782af3b20b0b96dd85e9d4b9706250bb059a6056659c766e9db8ff40957,5,15000,10000,9e9d9046223be37a05a838669b756dc83a674b5cb367f109076cc66fc2c5370b,e25c88b4581abd1ebb5a6e11b559fcd2c0284ae8ad95970856fc4a432effd4be,79423feb24dc483c1f1dc09bb266af0d40abb6e5c82b7e98a0151e60aa56de1f,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,3,0,1,15000,NaN,1,15000,6.66666666666667e-05,0.999999999999968,1,20560732,350560780,3,20260723,846943215491,14cc8680e4d4eca7066907b5d690462043fc04df626b741200f9b74e1d91918f,1,15000,15000,164fb6d715938233a9db208782a5a8e71ed187d1076b30987470c4b79f58880b,0a333fe03cc408f2a62daaad2df5fd6ca1d1467953b1658bb574a229a64bbaac,2a5c9aeadf93cc0927b7f41293e0425752ff66e01c103e0c8993adcd2a33fa5b,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,3,0,2,500,1000,1,500,0.002,1,1,20560733,350560781,3,20260724,950637767,042ef5088b48e317badeccbca04d1e862d5849c2b069c5b3b901df605a3226b4,48,14980,500,a6af3338b36ff4caaf30d7886f4567ba207aaa4af3c63e29a9b3656d1641e453,cfd35be0add171908d62ad7f5c1ffbf506c416b6b953bd2422ef55c85cb78a36,8be65e0c579a69eafaa5d3f04e4e492e92b42bacabb082f2079fedd90004eb2b,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,3,0,2,1000,2000,1,1000,0.001,1,1,20560733,350560781,3,20260724,3754529858,2f4faee6bd8cb8da2b186ed3be3eac93e3725f9d8082a6edfe0718475682138b,7,14980,1000,e1fa01abb02b3ce621ac1715d327a989afd1332c27d2b5402989467b8fd77eae,10fad9a0412de85c1459f50347e77ae66db0a21bc7cc45eb2df08b8fc003d381,1fc3a2302896f6998d9b9004a20a273ad4960a728f46bff659185f1ec5ac5bbd,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,3,0,2,2000,5000,1,2000,0.0005,1,1,20560733,350560781,3,20260724,15160550142,5b4b9b03d64e47773390d8e11044e176ce3d99102183861fa1f2331347315b38,7,14999,2000,05fdd43b340d6694b08af6fc5d55a609cda8e1ced44d6704838ec78973799a1f,f18478803b9eac5b1d437f661dc71a8b9d7a32f65d1d0cae04f598dfd5d46ec6,82afb1a381b236ff03ab252db07585c0462202caffbe3117a10ac96f49574759,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,3,0,2,5000,10000,1,5000,0.0002,1.00000000000002,1,20560733,350560781,3,20260724,93951632548,ff5006c14c989f23987c12ed1614c49e4b9bca932efbde5a3c36eac69d9c585c,3,15000,5000,ed3d433d6a89ecb8b925a0ce3b93aae0ef96c8501c9787445abee1e460b88843,6ee9fb3c4a1de987781d44e2ee5e5fffaf5f59a4e1a497284631049e6547f2b5,3c6c3b892260a06a9e75bcaaa8d4670aa87692f1eafe1675c8ebf4f6a489dd6f,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,3,0,2,10000,15000,1,10000,0.0001,0.999999999999955,1,20560733,350560781,3,20260724,373236773213,e5e35c5dfa8b335554d325ca835e4579fdb29df384accbaf9efd53a2284667e5,1,15000,10000,c73a998390f18a5b0478c565bbcce1d702fd148c785db4341892ddb118c285f6,2bee7bb665f5300d42d5c9224408081633a7a24b31af673ebaafd6a3601ac722,8279c6367bfeadf7f6fd84eb9930e47214759e8deb6b3531ca272443fa9c759b,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,3,0,2,15000,NaN,1,15000,6.66666666666667e-05,0.999999999999968,1,20560733,350560781,3,20260724,844369233095,81b89ecdb276401029bebd9e5c5c15b1041a60eef9b193779660cf70e60b1c8d,1,15000,15000,c7a7b7aaa642bacb237516ff2aa81fd9604ab825a1f07a58500967140dc2b326,489254a46cebd1ad7605eb1af06bc02abe6c95b19aac37bf0e1bb190e299284f,f2e8299c493161bde9f5d80d513cf0278e40ab0c4b3c05609ffa492f68a95dd4,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,3,0,3,500,1000,1,500,0.002,1,1,20560734,350560782,3,20260725,957830349,7d2a98705dba6524987e3640ee3195d398de7df8c425b13fba9233d4961760a1,82,14980,500,41b610037afc216ef3c7b76e61abecc0c3e1d85f7a2afbd8eeda6ce46179e265,3fc21579fdc7c28353d0558b9066cea2c09828ff214c0c3ccc337c7bf95bfc42,aee9ba8ca7650880d32d3cfd75ebb803950a56b313dbcd837cd5d9098d74e81e,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
2,3,0,3,1000,2000,1,1000,0.001,1,1,20560734,350560782,3,20260725,3807268568,6c1cc0b5659de2c8baf1ab7d57458b9188e1c07a09f2bbaaeccb4bc599592376,2,14980,1000,e8a6c49defdf347ca82a13b685794ffa9b751c52070ae49ac6a2709c931db522,9055ca66437234311ed98dfa80f04e27809ebd559eca832da31e5ee35c1edc3a,124e204426c5fa2b8ddcb098c7d2d1dd571ed1cc6bf55690cc95190398748a01,1,1,main_sample_record_prefix,each selected record has weight 1/N,path_probability_not_reused
