a0,loc0,lfw0,seed_id,N,nested_parent_N,prefix_start,prefix_end,record_weight,record_weight_sum,nested_in_parent_pass,derived_seed,state_id,base_seed,permutation_checksum,prefix_record_id_sha256,selected_record_id_min,selected_record_id_max,selected_record_id_unique_count,sampling_unit,weight_definition
2,3,0,3,1000,2000,1,1000,0.001,1,1,20560734,3,20260725,3807268568,6c1cc0b5659de2c8baf1ab7d57458b9188e1c07a09f2bbaaeccb4bc599592376,2,14980,1000,main_sample_record_prefix,each selected record has weight 1/N
2,3,0,3,2000,5000,1,2000,0.0005,1,1,20560734,3,20260725,15090788899,0cd6fe2618d451f5e8dcdf2aa08a1ae20a325beaf492cea968a47ca61016ddfe,2,14998,2000,main_sample_record_prefix,each selected record has weight 1/N
2,3,0,3,5000,10000,1,5000,0.0002,1.00000000000002,1,20560734,3,20260725,92993220650,e67f11da4277da0393bad7bdebcc1224a01aee5381dcb47b1468badf6b4a643c,2,14999,5000,main_sample_record_prefix,each selected record has weight 1/N
2,3,0,3,10000,15000,1,10000,0.0001,0.999999999999955,1,20560734,3,20260725,370649515453,adf356daa9b63670db58ec9bbed7b8c99983fad55d5b1cf91a52886ee3d83092,2,14999,10000,main_sample_record_prefix,each selected record has weight 1/N
2,3,0,3,15000,NaN,1,15000,6.66666666666667e-05,0.999999999999968,1,20560734,3,20260725,848195013468,1a7de3f513a30b255cab177b556e52066649a312e173ec171a65994b780e6668,1,15000,15000,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,1,500,1000,1,500,0.002,1,1,20660735,4,20260723,942325985,45709182dab5361962f05a021b396858cf2a98003011acafb99dc66688b5e974,53,14952,500,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,1,1000,2000,1,1000,0.001,1,1,20660735,4,20260723,3840611255,567f91dc818d2480f47ee9f8e3db3cd64917082e7b8f6f3f8d460d4e989f49ba,20,14952,1000,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,1,2000,5000,1,2000,0.0005,1,1,20660735,4,20260723,15038444419,a407dde74ed2166d63b32668f5af37d14069d4caff09aeb9d61dc8a2e062cdbb,9,15000,2000,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,1,5000,10000,1,5000,0.0002,1.00000000000002,1,20660735,4,20260723,93481164808,2759d0ad447fe219dec8eaf211fa10eb49034a03248d14223589a0c09275d030,4,15000,5000,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,1,10000,15000,1,10000,0.0001,0.999999999999955,1,20660735,4,20260723,373615923672,e72ef649b667924015733bd10d0673928590705c1af41d0d1419109319aac9d5,1,15000,10000,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,1,15000,NaN,1,15000,6.66666666666667e-05,0.999999999999968,1,20660735,4,20260723,844543745016,d6f2c311928dcf51e695849eaf03600644732c1bbe27d7c318645413aec8ae19,1,15000,15000,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,2,500,1000,1,500,0.002,1,1,20660736,4,20260724,938480968,974db215f7db05da7193f0324c2a8b7253c632a0947feb168949677bd9f3810b,6,14959,500,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,2,1000,2000,1,1000,0.001,1,1,20660736,4,20260724,3661753491,4afcb8e094112239bf94ef6072cc8bd0023dd0d5f758cc20151d1c63c8b7ecde,6,14960,1000,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,2,2000,5000,1,2000,0.0005,1,1,20660736,4,20260724,14917377207,4eb845261f8dc0b81e03cd7d2676ac9e7306413b5a4b8ac2d712668de2be9f22,6,14985,2000,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,2,5000,10000,1,5000,0.0002,1.00000000000002,1,20660736,4,20260724,93644084204,0327686b2137f0f1a9101dd5992b814fad9a777c83ada84df8d30f7f9e22c480,3,14998,5000,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,2,10000,15000,1,10000,0.0001,0.999999999999955,1,20660736,4,20260724,378367859523,c8c6580d419d428b6c3d97a21d71473241fea7ca0183ca2b59e3d9c116942a21,1,15000,10000,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,2,15000,NaN,1,15000,6.66666666666667e-05,0.999999999999968,1,20660736,4,20260724,843034394383,aa83bce6d6a4a5033ee416c164947cd76cb865d4100b092eb39456cac335f6a0,1,15000,15000,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,3,500,1000,1,500,0.002,1,1,20660737,4,20260725,945464660,38f7a526188b5d315153f297a15756e60fd5b294dedae1f6399e73c2e6e36062,3,14988,500,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,3,1000,2000,1,1000,0.001,1,1,20660737,4,20260725,3722837762,cc5a47de4362dee5b7fac92092575372a1b31def6d82525ed1714115a4c7f07e,3,14988,1000,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,3,2000,5000,1,2000,0.0005,1,1,20660737,4,20260725,14662889464,acdc6be9b120a317796dc2b498aee8218bfd1ef3cc073d08e40bb1aa36eded40,3,14988,2000,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,3,5000,10000,1,5000,0.0002,1.00000000000002,1,20660737,4,20260725,93486558849,022bd02d1baff26e4a2eef8665887808856f1bf965df883b1fb16a5a757fa8bf,1,14998,5000,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,3,10000,15000,1,10000,0.0001,0.999999999999955,1,20660737,4,20260725,375223791611,6b008185e7565feb183fda3b3e0a978b6758e9bb0437713229d7d82152fc0b44,1,15000,10000,main_sample_record_prefix,each selected record has weight 1/N
2,4,0,3,15000,NaN,1,15000,6.66666666666667e-05,0.999999999999968,1,20660737,4,20260725,845543976791,a73c9ad41f45c0ee3135dbc5795b667227514cc7292fafb25ed7566dc0b62b13,1,15000,15000,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,1,500,1000,1,500,0.002,1,1,20760738,5,20260723,955639979,639ec2e78f7f35c36b5ca78afc51c44eb6ce6198ba1ed44d13f672a2b09ccc73,2,15000,500,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,1,1000,2000,1,1000,0.001,1,1,20760738,5,20260723,3799562617,334fc199eb3e7d66a719ad67daf9cc3b6116db8846dbc18ca9bc5e4ac920e088,2,15000,1000,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,1,2000,5000,1,2000,0.0005,1,1,20760738,5,20260723,15065390108,a41cadfd0eafb12f9937cd4486a4099110afacab4afb1d8470fd49ec0a929bdd,2,15000,2000,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,1,5000,10000,1,5000,0.0002,1.00000000000002,1,20760738,5,20260723,93521659520,c748553ea26a35215f3d0eefa9ed1bc725ce5c84205a406ec9b32f133027b93a,2,15000,5000,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,1,10000,15000,1,10000,0.0001,0.999999999999955,1,20760738,5,20260723,371662380180,464af0ee431701860aa4b4b019a2f62c1f4de8e99852cd6af603371b5ec679e7,1,15000,10000,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,1,15000,NaN,1,15000,6.66666666666667e-05,0.999999999999968,1,20760738,5,20260723,845161685877,de5db7131271a53e5f9f5ba15493c5e077bf5b35e0602fcc7b0133134fdbcdce,1,15000,15000,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,2,500,1000,1,500,0.002,1,1,20760739,5,20260724,916418989,d824bd73046a2dea77bc8eaab76150bfefdec656f44404133907e59c3f6de2e2,35,14991,500,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,2,1000,2000,1,1000,0.001,1,1,20760739,5,20260724,3630758402,3c96e580b4f3fec33c5956685e342b7206d85e4bf1ba1384b83574311f0258a8,6,14991,1000,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,2,2000,5000,1,2000,0.0005,1,1,20760739,5,20260724,14995603928,99d8592db4ecdc607ffe4353a8471cffbd74841ad4c500f8413298fa572df6ff,4,14991,2000,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,2,5000,10000,1,5000,0.0002,1.00000000000002,1,20760739,5,20260724,92905828721,8f41d29e8256dfbec78a2c2067739004c7331d032d1a62f6e7ce2d1faba1a1e9,1,14991,5000,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,2,10000,15000,1,10000,0.0001,0.999999999999955,1,20760739,5,20260724,376806183930,5022386ae80821181c6ef35809fd55b953b04fb333d16f8f338175c79c7a5eb1,1,14999,10000,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,2,15000,NaN,1,15000,6.66666666666667e-05,0.999999999999968,1,20760739,5,20260724,844835824658,111e621059c1e7fcca78228bc5378bd062921427fb80a907db899c41af242b62,1,15000,15000,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,3,500,1000,1,500,0.002,1,1,20760740,5,20260725,913612790,89a973083531d60b0f6110c5151837bb06b8bdd149fb1513da64de932be23fee,18,14988,500,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,3,1000,2000,1,1000,0.001,1,1,20760740,5,20260725,3718955998,2f603f0993cdb3dd4611e41d6f9663ffe821176721905c2b7a86008b05fc8710,18,14988,1000,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,3,2000,5000,1,2000,0.0005,1,1,20760740,5,20260725,15054513873,a9b39a441f818a7083fff998b7e206ee8d94ce7fc2b36f5c46edb4f3735876c0,18,14988,2000,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,3,5000,10000,1,5000,0.0002,1.00000000000002,1,20760740,5,20260725,93353182917,be4aabf4752127a5aba1f094d69f1d7be5cf583809f623c958784c16fe9864b4,3,15000,5000,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,3,10000,15000,1,10000,0.0001,0.999999999999955,1,20760740,5,20260725,374610689903,e423f9b74cd5a30ddb5d1f4b8603ffb395d5ec7df848bf40ea7e8e4efc65194d,1,15000,10000,main_sample_record_prefix,each selected record has weight 1/N
2,5,0,3,15000,NaN,1,15000,6.66666666666667e-05,0.999999999999968,1,20760740,5,20260725,843195316915,68d94eb7104e52187cddbb75f7d3cfc362ff5a1eecdd5516ad16546018fb5e49,1,15000,15000,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,1,500,1000,1,500,0.002,1,1,20860741,6,20260723,905255053,475287b5df724adec865192ec490ddf2ea748803fda7ac80c32a93203551fcff,48,14936,500,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,1,1000,2000,1,1000,0.001,1,1,20860741,6,20260723,3828429172,ebd3be14e56de7fbc786391a1617a3c75bec847d2d1a8a8d239036299389926f,2,14992,1000,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,1,2000,5000,1,2000,0.0005,1,1,20860741,6,20260723,14893315475,14fa202705d4656daf2fdecbf30b5d9c524dd3bc5c94e32f788fcf506b489242,2,14992,2000,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,1,5000,10000,1,5000,0.0002,1.00000000000002,1,20860741,6,20260723,93603428280,033efd636794654215bc4e9a34dfdb522cdf80ed544822581a4f0554d1264396,2,15000,5000,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,1,10000,15000,1,10000,0.0001,0.999999999999955,1,20860741,6,20260723,376003694371,88d61940b965c11cd7d1269155cbd889a395f2301ef00d873ab2fa81c6e92a3f,2,15000,10000,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,1,15000,NaN,1,15000,6.66666666666667e-05,0.999999999999968,1,20860741,6,20260723,844326091078,5337fb77b91a628c1c74dbeb569aa15066ecd00a0e67327f7c96affbe43bd62e,1,15000,15000,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,2,500,1000,1,500,0.002,1,1,20860742,6,20260724,945567621,1c42e5dac87e483f599e5ecb46b805172eee4a91e14107e397fef66147f6906e,56,14963,500,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,2,1000,2000,1,1000,0.001,1,1,20860742,6,20260724,3792860173,a800e46ece293ff2156bf211e69bae337c387fe4c96156ca1daa76b890b165f4,44,14963,1000,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,2,2000,5000,1,2000,0.0005,1,1,20860742,6,20260724,14917811307,91939b549ed94062f9890eab3405415600ac91e9e447fbf7ff04d6aa4f84db83,26,15000,2000,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,2,5000,10000,1,5000,0.0002,1.00000000000002,1,20860742,6,20260724,93573009279,ec43624aeab534c2a129a22d233368ce73809a2e624632a355b18ab429e1a536,7,15000,5000,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,2,10000,15000,1,10000,0.0001,0.999999999999955,1,20860742,6,20260724,375854128355,1b50b96791a9d8ffc0ed742da2b69df27eaa4c84b3afdddda7b98446c41c4a8b,1,15000,10000,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,2,15000,NaN,1,15000,6.66666666666667e-05,0.999999999999968,1,20860742,6,20260724,844541988200,a138c24fa42ca3fcfeffd0a86f78c1e2e953ea4fdb452bba11f457a80e34c62d,1,15000,15000,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,3,500,1000,1,500,0.002,1,1,20860743,6,20260725,901766025,c511a18e3c21cea8b42f5a399ba0e877745e62c44e6e0c17df2c7a40e4f5897c,46,14952,500,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,3,1000,2000,1,1000,0.001,1,1,20860743,6,20260725,3754457785,8839bd3daa981ad4532cfb14ce8c3b8d1b68499b431c6a6d3e739b0b37d9b5b6,46,14952,1000,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,3,2000,5000,1,2000,0.0005,1,1,20860743,6,20260725,15166019524,744eaac610eff670aca12f867885ec868c43256a5d4f1bc363d0eaa94e276f6b,8,14952,2000,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,3,5000,10000,1,5000,0.0002,1.00000000000002,1,20860743,6,20260725,93911402600,400051afec2c64c39b11ea384574dd54d1c63c1f0564191ecf2cacf99ff1ec06,8,14983,5000,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,3,10000,15000,1,10000,0.0001,0.999999999999955,1,20860743,6,20260725,376392590887,9c826e6ae79607d47c433728d58458ddfc236fef10855588347a46d2a597c802,1,15000,10000,main_sample_record_prefix,each selected record has weight 1/N
2,6,0,3,15000,NaN,1,15000,6.66666666666667e-05,0.999999999999968,1,20860743,6,20260725,842026644033,5906ee775775028c05641ed3dfc5114fc179458e19659acdd878c3549e4eb4b6,1,15000,15000,main_sample_record_prefix,each selected record has weight 1/N
2,7,0,1,500,1000,1,500,0.002,1,1,20960744,7,20260723,905803825,462f489f47affdc9a7de066daff17d9d4b89640398c65fdd15d235c5e2baeb99,5,14978,500,main_sample_record_prefix,each selected record has weight 1/N
2,7,0,1,1000,2000,1,1000,0.001,1,1,20960744,7,20260723,3777198051,dd4c3db82b5e22db90edcab15a7b4c115a7dc446c06e2b58bb39a521bfae750c,3,14978,1000,main_sample_record_prefix,each selected record has weight 1/N
2,7,0,1,2000,5000,1,2000,0.0005,1,1,20960744,7,20260723,15185953779,ba193003813b7e742fbcbd4af4d1793a46680235154bd2be7741a5df03b4e5c1,3,14989,2000,main_sample_record_prefix,each selected record has weight 1/N
2,7,0,1,5000,10000,1,5000,0.0002,1.00000000000002,1,20960744,7,20260723,93970257368,31e5f55fb0e7bb2e769079590307791c597d3c797bf91db33cd428bb33dcb046,3,14989,5000,main_sample_record_prefix,each selected record has weight 1/N
2,7,0,1,10000,15000,1,10000,0.0001,0.999999999999955,1,20960744,7,20260723,377815476921,77bb71c46f31a08da04cc2ea28313381c28dc5039686b26e28baa3b62fa5e992,3,15000,10000,main_sample_record_prefix,each selected record has weight 1/N
2,7,0,1,15000,NaN,1,15000,6.66666666666667e-05,0.999999999999968,1,20960744,7,20260723,842300992160,d4bce3721c59adcd3c7921977d69e97e3a1cfcae91447c52055087934a5c9f3f,1,15000,15000,main_sample_record_prefix,each selected record has weight 1/N
