evaluation_id,pair_id,pair_group,initial_state_id,scenario_id,path_id,scenario_role,T_source,replay_case,T1,T2,T3,T4,Q_agg,Q_period,Q_period_minus_Q_agg,absolute_difference,relative_difference,relative_difference_ge_10pct,direction,period_service_cost,period_shortage_kg,period_shortage_loss,W1_service_kg,W2_service_kg,W3_service_kg,W1_shortage_kg,W2_shortage_kg,W3_shortage_kg,W1_service_cost,W2_service_cost,W3_service_cost,period_reachable_agg_masked_relation_count,partially_reachable_critical_site_node_count,period_reachable_but_agg_node_unreachable_demand_kg,period_service_on_agg_unreachable_relations_kg,period_service_cost_on_agg_unreachable_relations,temporal_masking_used_by_solution,large_difference_with_temporal_masking
121,31,HOLDOUT_TIER1,31,2677,2677,xi_r,T_r,T_R_ON_R,68.7341461418869,49.0958186727764,14.7287456018329,57.2784551182341,836502.597533888,836502.597533898,1.02445483207703e-08,1.02445483207703e-08,1.22468816605858e-14,0,AGGREGATE_UNDERESTIMATES,237.152807597456,418.13272236315,836265.444726301,63.2790551782401,63.2790551782451,63.2790551782451,139.377574121053,139.377574121048,139.377574121048,67.2898904971353,84.9314585501605,84.9314585501605,76,76,127.921883097401,-4.9933390755541e-12,-1.81057085218563e-11,0,0
122,31,HOLDOUT_TIER1,31,11805,11805,xi_s,T_r,T_R_ON_S,68.7341461418869,49.0958186727764,14.7287456018329,57.2784551182341,921466.212420115,879097.174678712,-42369.0377414027,42369.0377414027,0.0459800231091771,0,AGGREGATE_OVERESTIMATES,282.020436015375,439.407577121348,878815.154242697,70.3706734309795,49.0958186727764,49.0958186727764,132.285955868314,153.560810626517,153.560810626517,207.766679116593,37.1268784493912,37.1268784493912,8,8,36.8218640045823,21.2748547582031,180.67177500344,1,0
123,31,HOLDOUT_TIER1,31,2677,2677,xi_r,T_s,T_S_ON_R,137.468292283774,39.2766549382211,14.7287456018329,24.5479093363832,921433.036018631,784828.750231455,-136604.285787176,136604.285787176,0.148251994933263,1,AGGREGATE_OVERESTIMATES,932.178756116285,391.948285737669,783896.571475339,117.829964814658,49.0958186727764,49.0958186727764,84.8266644846351,153.560810626517,153.560810626517,883.02525261651,24.5767517498873,24.5767517498873,76,76,127.921883097401,68.7341461418871,864.006496597968,1,1
124,31,HOLDOUT_TIER1,31,11805,11805,xi_s,T_s,T_S_ON_S,137.468292283774,39.2766549382211,14.7287456018329,24.5479093363832,784306.55475361,784306.55475362,1.01281329989433e-08,1.01281329989433e-08,1.29134876376559e-14,0,AGGREGATE_UNDERESTIMATES,409.98327828094,391.94828573767,783896.571475339,72.007200720067,72.007200720072,72.007200720072,130.649428579227,130.649428579222,130.649428579222,129.973109869488,140.005084205726,140.005084205726,8,8,36.8218640045823,0,0,0,0
125,32,HOLDOUT_CONTROL,31,12300,12300,xi_r,T_r,T_R_ON_R,99.8281646346453,19.6383274691105,14.7287456018329,24.5479093363831,899016.611859443,898647.940164722,-368.671694721445,368.671694721445,0.00041008329530076,0,AGGREGATE_OVERESTIMATES,194.458452903624,449.226740855909,898453.481711818,70.3706734309744,45.8227640945913,42.5497095164062,132.285955868319,156.833865204702,160.106919782887,144.886405671434,49.5720472321895,0,42,42,125.19433761558,22.9113820472906,81.1427253444063,1,0
126,32,HOLDOUT_CONTROL,31,1040,1040,xi_s,T_r,T_R_ON_S,99.8281646346453,19.6383274691105,14.7287456018329,24.5479093363831,902251.564760087,898580.951059966,-3670.61370012118,3670.61370012118,0.00406828188887343,0,AGGREGATE_OVERESTIMATES,127.469348158186,449.226740855904,898453.481711808,50.732345961869,65.4610915637018,42.5497095164062,151.924283337425,137.195537735592,160.106919782887,33.5445653047858,93.9247828533998,0,2,1,45.8227640945913,31.0940184927584,127.469348158186,1,0
127,32,HOLDOUT_CONTROL,31,12300,12300,xi_r,T_s,T_S_ON_R,98.1916373455527,19.6383274691105,14.7287456018329,24.5479093363831,902254.95299865,901896.208719291,-358.744279359467,358.744279359467,0.000397608545308816,0,AGGREGATE_OVERESTIMATES,169.672429287528,450.863268145001,901726.536290003,70.3706734309744,44.1862368054987,42.5497095164062,132.285955868319,158.470392493795,160.106919782887,144.886405671434,24.7860236160943,0,42,42,125.19433761558,22.9113820472906,81.1427253444063,1,0
128,32,HOLDOUT_CONTROL,31,1040,1040,xi_s,T_s,T_S_ON_S,98.1916373455527,19.6383274691105,14.7287456018329,24.5479093363831,902251.564760087,901847.29672509,-404.268034997047,404.268034997047,0.000448065762129815,0,AGGREGATE_OVERESTIMATES,120.760435097228,450.863268144996,901726.536289993,65.4610915637018,49.0958186727764,42.5497095164062,137.195537735592,153.560810626517,160.106919782887,93.9247828533998,26.8356522438285,0,2,1,45.8227640945913,29.4574912036658,120.760435097228,1,0
129,33,HOLDOUT_TIER1,11,8255,8255,xi_r,T_r,T_R_ON_R,150.560510596514,19.6383275028521,73.0982188790588,111.829364754657,3287.69575572101,3287.69575572101,0,0,0,0,NUMERICALLY_EQUAL,3287.69575572101,0,0,0,177.563210866541,177.563210866541,0,0,0,0,1627.71022246536,1659.98553325565,0,0,0,0,0,0,0
130,33,HOLDOUT_TIER1,11,3251,3251,xi_s,T_r,T_R_ON_S,150.560510596514,19.6383275028521,73.0982188790588,111.829364754657,3068.72225623235,3068.72225623235,2.72848410531878e-12,2.72848410531878e-12,8.89127095088984e-16,0,NUMERICALLY_EQUAL,3068.72225623235,0,0,0,177.563210866541,177.563210866541,0,0,0,0,1546.17141937128,1522.55083686107,0,0,0,0,0,0,0
131,33,HOLDOUT_TIER1,11,8255,8255,xi_r,T_s,T_S_ON_R,150.560510596514,92.1910373301174,66.5521097118595,45.8227640945913,3815.58135405212,3815.58135405212,2.72848410531878e-12,2.72848410531878e-12,7.1509000913351e-16,0,NUMERICALLY_EQUAL,3815.58135405212,0,0,0,177.563210866541,177.563210866541,0,0,0,0,1890.84547153657,1924.73588251555,0,0,0,0,0,0,0
132,33,HOLDOUT_TIER1,11,3251,3251,xi_s,T_s,T_S_ON_S,150.560510596514,92.1910373301174,66.5521097118595,45.8227640945913,2672.66629827143,2672.66629827143,3.18323145620525e-12,3.18323145620525e-12,1.19103213830474e-15,0,NUMERICALLY_EQUAL,2672.66629827143,0,0,0,177.563210866541,177.563210866541,0,0,0,0,1336.33314914072,1336.33314913072,0,0,0,0,0,0,0
133,34,HOLDOUT_CONTROL,11,6042,6042,xi_r,T_r,T_R_ON_R,148.378474213639,50.7323459618689,66.5521097564302,93.8275645720579,94361.9293696778,94361.9293696778,4.36557456851006e-11,4.36557456851006e-11,4.62641512066506e-16,0,NUMERICALLY_EQUAL,2716.4011804953,45.8227640945913,91645.5281891825,0,179.745247251998,179.745247251998,0,22.9113820472956,22.9113820472956,0,1350.07761836926,1366.32356212604,0,0,0,0,0,0,0
134,34,HOLDOUT_CONTROL,11,13138,13138,xi_s,T_r,T_R_ON_S,148.378474213639,50.7323459618689,66.5521097564302,93.8275645720579,95048.8783821159,95048.8783821156,-3.34694050252438e-10,3.34694050252438e-10,3.5212835327409e-15,0,NUMERICALLY_EQUAL,3403.35019293303,45.8227640945913,91645.5281891825,0,179.745247251998,179.745247251998,0,22.9113820472956,22.9113820472956,0,1693.82375930754,1709.52643362548,0,0,0,0,0,0,0
135,34,HOLDOUT_CONTROL,11,6042,6042,xi_r,T_s,T_S_ON_R,128.740146741947,50.7323459876152,92.7365463819109,87.2814553925227,94414.9244241595,94413.6305816586,-1.29384250093426,1.29384250093426,1.37037921581303e-05,0,AGGREGATE_OVERESTIMATES,2768.10239247603,45.8227640945913,91645.5281891825,0,179.745247251998,179.745247251998,0,22.9113820472956,22.9113820472956,0,1380.78501008286,1387.31738239317,0,0,0,0,0,0,0
136,34,HOLDOUT_CONTROL,11,13138,13138,xi_s,T_s,T_S_ON_S,128.740146741947,50.7323459876152,92.7365463819109,87.2814553925227,94953.466866722,94953.466866722,0,0,0,0,NUMERICALLY_EQUAL,3307.93867753945,45.8227640945913,91645.5281891825,0,179.745247251998,179.745247251998,0,22.9113820472956,22.9113820472956,0,1647.38788974181,1660.55078779764,0,0,0,0,0,0,0
137,35,HOLDOUT_TIER1,21,13657,13657,xi_r,T_r,T_R_ON_R,194.201238308195,107.465291983744,9.81916373455527,93.8275645720933,2688.13996885342,2688.13996885323,-1.88720150617883e-10,1.88720150617883e-10,7.02047336837069e-14,0,NUMERICALLY_EQUAL,2688.13996885323,0,0,0,202.656629299294,202.656629299294,0,0,0,0,1341.28950489206,1346.85046396117,0,1,0,0,0,0,0
138,35,HOLDOUT_TIER1,21,14463,14463,xi_s,T_r,T_R_ON_S,194.201238308195,107.465291983744,9.81916373455527,93.8275645720933,4182.36462949348,4182.36462949348,9.09494701772928e-13,9.09494701772928e-13,2.17459447547756e-16,0,NUMERICALLY_EQUAL,4182.36462949348,0,0,0,202.656629299294,202.656629299294,0,0,0,0,2139.90794952223,2042.45667997125,0,1,0,0,0,0,0
139,35,HOLDOUT_TIER1,21,13657,13657,xi_r,T_s,T_S_ON_R,207.853967221799,37.6401276491285,9.81916373455527,149.999999993104,3192.452261296,3191.32183973778,-1.13042155821677,1.13042155821677,0.00035409192235121,0,AGGREGATE_OVERESTIMATES,3191.32183973778,0,0,0,202.656629299294,202.656629299294,0,0,0,0,1596.54265472178,1594.77918501601,0,1,0,0,0,0,0
140,35,HOLDOUT_TIER1,21,14463,14463,xi_s,T_s,T_S_ON_S,207.853967221799,37.6401276491285,9.81916373455527,149.999999993104,3422.55255725768,3422.55255725768,-3.63797880709171e-12,3.63797880709171e-12,1.06294315316713e-15,0,NUMERICALLY_EQUAL,3422.55255725768,0,0,0,202.656629299294,202.656629299294,0,0,0,0,1711.6826822189,1710.86987503878,0,1,0,0,0,0,0
141,36,HOLDOUT_CONTROL,21,5390,5390,xi_r,T_r,T_R_ON_R,291.301857462826,76.0985189428034,99.8281646302928,140.741346861959,4076.54478092528,4076.54478092528,-3.63797880709171e-12,3.63797880709171e-12,8.92417231404969e-16,0,NUMERICALLY_EQUAL,4076.54478092528,0,0,202.656629299294,202.656629299294,202.656629299294,0,0,0,1358.84826031509,1358.84826030509,1358.84826030509,0,0,0,0,0,0,0
142,36,HOLDOUT_CONTROL,21,11340,11340,xi_s,T_r,T_R_ON_S,291.301857462826,76.0985189428034,99.8281646302928,140.741346861959,3860.98124887212,3860.98124887212,-4.54747350886464e-12,4.54747350886464e-12,1.17780253664611e-15,0,NUMERICALLY_EQUAL,3860.98124887212,0,0,202.656629299294,202.656629299294,202.656629299294,0,0,0,1286.99374963282,1286.99374961965,1286.99374961965,0,0,0,0,0,0,0
143,36,HOLDOUT_CONTROL,21,5390,5390,xi_r,T_s,T_S_ON_R,291.301857458473,76.0985189873692,99.8281645900794,140.741346861959,4076.54478103673,4076.54478103673,-4.09272615797818e-12,4.09272615797818e-12,1.00396938530314e-15,0,NUMERICALLY_EQUAL,4076.54478103673,0,0,202.656629299294,202.656629299294,202.656629299294,0,0,0,1358.84826042654,1358.84826030509,1358.84826030509,0,0,0,0,0,0,0
144,36,HOLDOUT_CONTROL,21,11340,11340,xi_s,T_s,T_S_ON_S,291.301857458473,76.0985189873692,99.8281645900794,140.741346861959,3860.98124886895,3860.98124886895,-1.36424205265939e-12,1.36424205265939e-12,3.53340760994123e-16,0,NUMERICALLY_EQUAL,3860.98124886895,0,0,202.656629299294,202.656629299294,202.656629299294,0,0,0,1286.99374962965,1286.99374961965,1286.99374961965,0,0,0,0,0,0,0
