state,intensity,loc,mode,T1,T2,T3,T4,max_inventory_violation_kg,binding_share_site1,binding_share_site2,binding_share_site3,binding_share_site4,inventory_qa
10,3,3,DRO,70.35486735377559,24.01839690512782,22.911379008946998,39.12287233693548,1.2789769243681803e-13,0.011799999999999955,0.015799999999999932,0.020533333333333237,0.019333333333333244,PASS
10,3,3,SAA,27.54820936639118,2.4547909336388183,3.273054578185091,18.001800180018,1.8118839761882555e-13,0.026466666666666534,0.037666666666666467,0.03613333333333314,0.03139999999999984,PASS
11,3,4,DRO,70.87773956351243,47.77054488327426,22.91133885663834,39.27665496533001,1.7053025658242404e-13,0.012466666666666617,0.013733333333333276,0.02013333333333324,0.01939999999999991,PASS
11,3,4,SAA,19.092818372746365,6.546109156370182,6.546109156370182,16.365272890925453,1.6697754290362354e-13,0.027866666666666526,0.03459999999999982,0.034666666666666485,0.03159999999999984,PASS
12,3,5,DRO,19.638331299653128,8.727978055057477,8.182636810913209,21.64674173127229,1.474376176702208e-13,0.012466666666666617,0.016999999999999925,0.017533333333333255,0.014399999999999939,PASS
12,3,5,SAA,3.273054578185091,0.0,0.0,0.0,7.283063041541027e-14,0.026266666666666535,0.9999999999999045,0.9999999999999045,0.9999999999999045,PASS
13,3,6,DRO,0.0,0.0,0.0,0.0,0.0,0.9999999999999043,0.9999999999999043,0.9999999999999043,0.9999999999999043,PASS
13,3,6,SAA,0.0,0.0,0.0,0.0,0.0,0.9999999999999043,0.9999999999999043,0.9999999999999043,0.9999999999999043,PASS
14,3,7,DRO,0.0,0.0,0.0,0.0,0.0,0.9999999999999043,0.9999999999999043,0.9999999999999043,0.9999999999999043,PASS
14,3,7,SAA,0.0,0.0,0.0,0.0,0.0,0.9999999999999043,0.9999999999999043,0.9999999999999043,0.9999999999999043,PASS
15,4,1,DRO,157.10648585077968,49.91394151094373,31.912611986950207,135.83173905714276,2.2737367544323206e-13,0.020399999999999904,0.04933333333333306,0.05899999999999967,0.02459999999999988,PASS
15,4,1,SAA,149.46949240378572,44.18623680549873,27.82096391457343,127.10361945285436,1.7053025658242404e-13,0.02886666666666652,0.05686666666666635,0.07726666666666776,0.03546666666666648,PASS
16,4,2,DRO,168.32149889128638,60.2781032686581,34.36707295817927,132.55868960326845,1.4210854715202004e-13,0.022199999999999893,0.059466666666666335,0.07780000000000115,0.026466666666666534,PASS
16,4,2,SAA,158.74314704197695,44.18623680549873,29.457491203665818,132.55871041649618,1.4210854715202004e-13,0.0320666666666665,0.07646666666666768,0.10446666666667043,0.04093333333333311,PASS
17,4,3,DRO,184.29844979067113,82.45597478494416,34.3670602262326,85.64444574838282,1.4210854715202004e-13,0.01886666666666658,0.06279999999999968,0.09286666666666929,0.05193333333333305,PASS
17,4,3,SAA,172.65362899926356,79.37157352098842,32.45779123366883,76.91678258734964,1.1368683772161603e-13,0.029799999999999847,0.06733333333333345,0.09686666666666968,0.07000000000000038,PASS
18,4,4,DRO,168.5629804404292,132.55898856690476,40.91318221270838,81.82637554514085,2.2737367544323206e-13,0.02046666666666657,0.020333333333333238,0.0804000000000014,0.03833333333333313,PASS
18,4,4,SAA,137.19553773559164,129.8311649346752,32.730545781850964,65.1883370155198,2.2737367544323206e-13,0.0427333333333331,0.036799999999999805,0.10126666666667011,0.06653333333333337,PASS
19,4,5,DRO,169.26816371710586,50.75501685972449,29.457472476362053,67.46007844072838,1.1368683772161603e-13,0.014066666666666608,0.029799999999999847,0.056799999999999684,0.03473333333333315,PASS
19,4,5,SAA,126.01260126012605,29.457491203665832,22.911382047295625,54.55090963641819,3.126388037344441e-13,0.027933333333333192,0.05273333333333304,0.07700000000000107,0.05366666666666637,PASS
20,4,6,DRO,105.8300632001106,19.63841766505301,22.911358148697754,40.97548224997815,1.2789769243681803e-13,0.011933333333333287,0.024866666666666544,0.028999999999999852,0.022533333333333225,PASS
20,4,6,SAA,42.54970951640618,9.819163734555273,11.455691023647821,27.275454818209084,2.3803181647963356e-13,0.026066666666666537,0.041599999999999776,0.04346666666666643,0.03666666666666647,PASS
21,4,7,DRO,3.2730501418122198,0.0,0.0,7.910306458106844,1.6608936448392342e-13,0.013599999999999944,0.9999999999999094,0.9999999999999094,0.013866666666666609,PASS
21,4,7,SAA,0.0,0.0,0.0,0.0,0.0,0.9999999999999094,0.9999999999999094,0.9999999999999094,0.9999999999999094,PASS
22,5,1,DRO,213.67250824040363,99.82923580320612,42.55003620492227,172.65225429285837,1.4210854715202004e-13,0.02886666666666652,0.06653333333333337,0.12306666666667225,0.03159999999999984,PASS
22,5,1,SAA,206.20243842566074,94.91858276736762,36.003600360035996,171.017101710171,1.8474111129762605e-13,0.03399999999999982,0.07926666666666796,0.14573333333333682,0.03613333333333314,PASS
23,5,2,DRO,229.66368647483338,96.28484127796864,44.18632874642721,172.92200652298985,1.4210854715202004e-13,0.031999999999999834,0.0926000000000026,0.14153333333333729,0.041799999999999775,PASS
23,5,2,SAA,225.8407658947712,92.46379183372882,43.367973160952396,172.65362899926365,2.2737367544323206e-13,0.03533333333333315,0.10086666666667007,0.1641333333333348,0.044999999999999755,PASS
24,5,3,DRO,222.56773427122053,130.10390228078654,58.91498053506694,140.741346562064,1.7053025658242404e-13,0.035533333333333146,0.06633333333333336,0.13900000000000423,0.04899999999999973,PASS
24,5,3,SAA,221.20393857567578,130.10391948285738,48.823064124594275,142.37787415105126,2.2737367544323206e-13,0.03866666666666646,0.07446666666666749,0.17013333333333414,0.05086666666666639,PASS
25,5,4,DRO,220.3868017186024,137.4078320133077,70.1586416901174,118.97811219846659,1.9895196601282805e-13,0.030866666666666508,0.04366666666666643,0.12166666666667211,0.05173333333333305,PASS
25,5,4,SAA,216.0216021602159,140.19583776559475,56.18743692551073,115.37517388102447,3.410605131648481e-13,0.036266666666666475,0.05059999999999972,0.14746666666666997,0.05853333333333301,PASS
26,5,5,DRO,222.56658102533873,72.55272459079237,44.18626274628781,116.19376619566334,1.5631940186722204e-13,0.018266666666666584,0.05906666666666634,0.07413333333333412,0.035933333333333144,PASS
26,5,5,SAA,200.2018383656548,57.82396421460327,36.003600360036,101.46469192373779,2.3447910280083306e-13,0.029533333333333182,0.07760000000000113,0.11233333333333786,0.06093333333333299,PASS
27,5,6,DRO,181.1105317256639,39.276655049707735,30.365605166256646,81.82636417084827,1.4210854715202004e-13,0.015933333333333265,0.042333333333333105,0.05793333333333301,0.03633333333333314,PASS
27,5,6,SAA,145.10541963287235,29.457491203665818,24.547909336388184,65.46109156370181,2.2737367544323206e-13,0.026466666666666534,0.06386666666666645,0.08053333333333475,0.0545999999999997,PASS
28,5,7,DRO,98.05066632385615,13.09226619348058,18.0016621128455,32.73064031474119,2.3447910280083306e-13,0.011599999999999956,0.02919999999999985,0.03119999999999984,0.026799999999999866,PASS
28,5,7,SAA,36.003600360035996,6.546109156370182,11.45569102364782,19.092818372746365,1.4921397450962104e-13,0.02566666666666654,0.04639999999999975,0.042866666666666435,0.0377999999999998,PASS
29,6,1,DRO,223.6535388617262,108.97350674286635,49.0958186211534,191.48316374117374,1.9895196601282805e-13,0.051799999999999714,0.1110000000000044,0.18326666666666602,0.044666666666666424,PASS
29,6,1,SAA,220.93118402749366,104.73774650192287,44.73174590186291,193.92848375746655,2.2737367544323206e-13,0.055866666666666356,0.12133333333333875,0.19226666666666503,0.049133333333333064,PASS
30,6,2,DRO,240.16444051935298,104.04990290174926,54.00508628626244,188.4750463494415,2.5579538487363607e-13,0.05006666666666639,0.1338000000000048,0.19173333333333176,0.05219999999999971,PASS
30,6,2,SAA,237.2964569184191,100.64642827919157,49.09581867277632,189.83716553473522,2.2737367544323206e-13,0.055199999999999694,0.15033333333333632,0.20619999999999683,0.059466666666666335,PASS
31,6,3,DRO,255.55377462446657,124.11413852701722,78.11580387333615,174.18447792439275,3.126388037344441e-13,0.043733333333333096,0.09753333333333641,0.16126666666666845,0.05006666666666639,PASS
31,6,3,SAA,255.025502550255,120.5575102964842,70.37067343097947,169.10781987289627,2.5579538487363607e-13,0.04779999999999974,0.1140000000000047,0.18399999999999928,0.05879999999999967,PASS
32,6,4,DRO,253.05358091100223,126.62086656800822,77.94487716162122,153.82965852032763,2.2737367544323206e-13,0.041466666666666444,0.07613333333333432,0.144133333333337,0.05726666666666635,PASS
32,6,4,SAA,251.47969342388788,122.87592395603201,69.68878706052425,151.24239696696935,2.2737367544323206e-13,0.04473333333333309,0.09053333333333573,0.16520000000000135,0.06326666666666639,PASS
33,6,5,DRO,261.11748277994593,90.08359379113791,49.0963034325765,145.55992947271378,1.4210854715202004e-13,0.02939999999999985,0.08840000000000219,0.1262666666666723,0.054266666666666366,PASS
33,6,5,SAA,257.2075389357117,86.46319177372283,44.186236805498716,144.8326650846902,2.2737367544323206e-13,0.03326666666666649,0.09540000000000287,0.17879999999999985,0.05759999999999968,PASS
34,6,6,DRO,244.66085999126307,68.73498680801302,34.367073119808325,120.28590235597589,1.5631940186722204e-13,0.019266666666666578,0.06306666666666637,0.15033333333333632,0.04646666666666641,PASS
34,6,6,SAA,221.74944767203985,56.46019147369281,34.36707307094344,103.64672830919457,1.9895196601282805e-13,0.029266666666666517,0.0776666666666678,0.15140000000000287,0.06519999999999991,PASS
35,6,7,DRO,201.6983627616998,37.64058872465344,31.093402847164192,76.42733183308661,1.9895196601282805e-13,0.014066666666666608,0.04173333333333311,0.06800000000000019,0.0431333333333331,PASS
35,6,7,SAA,147.01470147014697,29.457491203665818,24.54790933638818,63.82456427460926,2.5579538487363607e-13,0.026999999999999864,0.06293333333333302,0.08580000000000193,0.05539999999999969,PASS
