unique_path_id,a0,loc0,lfw0,is_observed_candidate,is_unobserved_candidate,nominal_record_count,in_nominal_path_support,path_id,scenario_id_in_state,joint_stream_position,wind_seed,resistance_seed,formal_stream_identity_available,formal_three_period_DAC_status
516,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
517,4,2,0,True,False,1,True,4836.0,4836.0,12729.0,351861027.0,21860771.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
518,4,2,0,True,False,1,True,11575.0,11575.0,4123.0,351861027.0,21860771.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
519,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
520,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
521,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
522,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
523,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
524,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
525,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
526,4,2,0,True,False,1,True,11726.0,11726.0,5416.0,351861027.0,21860771.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
527,4,2,0,True,False,1,True,13978.0,13978.0,13493.0,351861027.0,21860771.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
528,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
529,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
530,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
531,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
532,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
533,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
534,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
535,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
536,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
537,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
538,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
539,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
540,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
541,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
542,4,2,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
543,4,3,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
544,4,3,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
545,4,3,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
546,4,3,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
547,4,3,0,True,False,1,True,3773.0,3773.0,13978.0,351961046.0,21960774.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
548,4,3,0,True,False,1,True,8365.0,8365.0,1282.0,351961046.0,21960774.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
549,4,3,0,True,False,1,True,13865.0,13865.0,3109.0,351961046.0,21960774.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
550,4,3,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
551,4,3,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
552,4,3,0,True,False,1,True,14929.0,14929.0,8645.0,351961046.0,21960774.0,True,RECOVERABLE_AS_EXISTING_NOMINAL_RECORD
553,4,3,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
554,4,3,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
555,4,3,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
556,4,3,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
557,4,3,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
558,4,3,0,False,True,0,False,,,,,,False,UNRESOLVED_NO_FROZEN_STREAM_IDENTITY
