state,intensity,loc,mode,fc_cap_site1,fc_cap_site2,fc_cap_site3,fc_cap_site4,max_fc_violation_kg,fc_binding_frequency,fc_binding_any_share,fc_capacity_qa
20,4,6,SAA,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,7.105427357601002e-15,0.004644444444444444,0.03393333333333333,PASS
21,4,7,DRO,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,0.0,0.0,0.0,PASS
21,4,7,SAA,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,0.0,0.0,0.0,PASS
22,5,1,DRO,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,2.4868995751603507e-14,0.13667777777777776,0.3001333333333334,PASS
22,5,1,SAA,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,9.237055564881302e-14,0.13484999999999997,0.2994666666666667,PASS
23,5,2,DRO,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,8.348877145181177e-14,0.1826388888888889,0.39313333333333345,PASS
23,5,2,SAA,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,9.947598300641403e-14,0.18142222222222218,0.3931333333333335,PASS
24,5,3,DRO,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,7.993605777301127e-14,0.19872222222222216,0.4484000000000001,PASS
24,5,3,SAA,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,2.957634137601417e-13,0.19731111111111102,0.44853333333333345,PASS
25,5,4,DRO,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,6.039613253960852e-14,0.17918888888888884,0.4039333333333335,PASS
25,5,4,SAA,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,9.414691248821327e-14,0.17827777777777779,0.40373333333333344,PASS
26,5,5,DRO,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,8.615330671091215e-14,0.10293333333333332,0.2696666666666668,PASS
26,5,5,SAA,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,9.237055564881302e-14,0.10088333333333332,0.2689333333333334,PASS
27,5,6,DRO,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,3.197442310920451e-14,0.03986111111111111,0.1312,PASS
27,5,6,SAA,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,8.348877145181177e-14,0.03747222222222221,0.1248,PASS
28,5,7,DRO,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,0.0,0.006938888888888888,0.03386666666666666,PASS
28,5,7,SAA,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,7.105427357601002e-15,0.0033333333333333322,0.024466666666666664,PASS
29,6,1,DRO,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,7.815970093361102e-14,0.25509444444444435,0.5014666666666667,PASS
29,6,1,SAA,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,1.0302869668521453e-13,0.2541666666666666,0.5016666666666667,PASS
30,6,2,DRO,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,9.237055564881302e-14,0.313611111111111,0.6127999999999998,PASS
30,6,2,SAA,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,9.769962616701378e-14,0.312561111111111,0.6129333333333331,PASS
31,6,3,DRO,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,9.947598300641403e-14,0.3449111111111111,0.6909333333333332,PASS
31,6,3,SAA,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,8.704148513061227e-14,0.3434777777777777,0.6909999999999998,PASS
32,6,4,DRO,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,1.723066134218243e-13,0.3063777777777777,0.623933333333333,PASS
32,6,4,SAA,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,1.7053025658242404e-13,0.3053722222222222,0.6237999999999997,PASS
33,6,5,DRO,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,7.993605777301127e-14,0.20704444444444445,0.46966666666666684,PASS
33,6,5,SAA,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,9.237055564881302e-14,0.20595555555555553,0.4689333333333334,PASS
34,6,6,DRO,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,2.1316282072803006e-14,0.1078722222222222,0.26993333333333336,PASS
34,6,6,SAA,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,4.440892098500626e-14,0.10740555555555555,0.2694000000000001,PASS
35,6,7,DRO,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,5.329070518200751e-15,0.03625,0.11493333333333335,PASS
35,6,7,SAA,16.365272890925453,8.182636445462727,6.546109156370182,8.182636445462727,1.2079226507921703e-13,0.033844444444444434,0.10406666666666667,PASS
