tau,stage,hour_in_stage,bus,load_multiplier,p_base_kw,p_load_kw,q_load_kvar
27,4,3,7,0.723015,200,144.603,72.3015
27,4,3,8,0.723015,200,144.603,72.3015
27,4,3,9,0.723015,60,43.3809,14.4603
27,4,3,10,0.723015,60,43.3809,14.4603
27,4,3,11,0.723015,45,32.535675,21.69045
27,4,3,12,0.723015,60,43.3809,25.305525
27,4,3,13,0.723015,60,43.3809,25.305525
27,4,3,14,0.723015,120,86.7618,57.8412
27,4,3,15,0.723015,60,43.3809,7.23015
27,4,3,16,0.723015,60,43.3809,14.4603
27,4,3,17,0.723015,60,43.3809,14.4603
27,4,3,18,0.723015,90,65.07135,28.9206
27,4,3,19,0.723015,90,65.07135,28.9206
27,4,3,20,0.723015,90,65.07135,28.9206
27,4,3,21,0.723015,90,65.07135,28.9206
27,4,3,22,0.723015,90,65.07135,28.9206
27,4,3,23,0.723015,90,65.07135,36.15075
27,4,3,24,0.723015,420,303.6663,144.603
27,4,3,25,0.723015,420,303.6663,144.603
27,4,3,26,0.723015,60,43.3809,18.075375
27,4,3,27,0.723015,60,43.3809,18.075375
27,4,3,28,0.723015,60,43.3809,14.4603
27,4,3,29,0.723015,120,86.7618,50.61105
27,4,3,30,0.723015,200,144.603,433.809
27,4,3,31,0.723015,150,108.45225,50.61105
27,4,3,32,0.723015,210,151.83315,72.3015
27,4,3,33,0.723015,60,43.3809,28.9206
28,4,4,1,0.707941,0,0,0
28,4,4,2,0.707941,100,70.7941,42.47646
28,4,4,3,0.707941,90,63.71469,28.31764
28,4,4,4,0.707941,120,84.95292,56.63528
28,4,4,5,0.707941,60,42.47646,21.23823
28,4,4,6,0.707941,60,42.47646,14.15882
28,4,4,7,0.707941,200,141.5882,70.7941
28,4,4,8,0.707941,200,141.5882,70.7941
28,4,4,9,0.707941,60,42.47646,14.15882
28,4,4,10,0.707941,60,42.47646,14.15882
28,4,4,11,0.707941,45,31.857345,21.23823
28,4,4,12,0.707941,60,42.47646,24.777935
28,4,4,13,0.707941,60,42.47646,24.777935
28,4,4,14,0.707941,120,84.95292,56.63528
28,4,4,15,0.707941,60,42.47646,7.07941
28,4,4,16,0.707941,60,42.47646,14.15882
28,4,4,17,0.707941,60,42.47646,14.15882
28,4,4,18,0.707941,90,63.71469,28.31764
28,4,4,19,0.707941,90,63.71469,28.31764
28,4,4,20,0.707941,90,63.71469,28.31764
28,4,4,21,0.707941,90,63.71469,28.31764
28,4,4,22,0.707941,90,63.71469,28.31764
28,4,4,23,0.707941,90,63.71469,35.39705
28,4,4,24,0.707941,420,297.33522,141.5882
28,4,4,25,0.707941,420,297.33522,141.5882
28,4,4,26,0.707941,60,42.47646,17.698525
28,4,4,27,0.707941,60,42.47646,17.698525
28,4,4,28,0.707941,60,42.47646,14.15882
28,4,4,29,0.707941,120,84.95292,49.55587
28,4,4,30,0.707941,200,141.5882,424.7646
28,4,4,31,0.707941,150,106.19115,49.55587
28,4,4,32,0.707941,210,148.66761,70.7941
28,4,4,33,0.707941,60,42.47646,28.31764
29,4,5,1,0.698789,0,0,0
29,4,5,2,0.698789,100,69.8789,41.92734
29,4,5,3,0.698789,90,62.89101,27.95156
29,4,5,4,0.698789,120,83.85468,55.90312
29,4,5,5,0.698789,60,41.92734,20.96367
29,4,5,6,0.698789,60,41.92734,13.97578
29,4,5,7,0.698789,200,139.7578,69.8789
29,4,5,8,0.698789,200,139.7578,69.8789
29,4,5,9,0.698789,60,41.92734,13.97578
29,4,5,10,0.698789,60,41.92734,13.97578
29,4,5,11,0.698789,45,31.445505,20.96367
29,4,5,12,0.698789,60,41.92734,24.457615
29,4,5,13,0.698789,60,41.92734,24.457615
29,4,5,14,0.698789,120,83.85468,55.90312
29,4,5,15,0.698789,60,41.92734,6.98789
29,4,5,16,0.698789,60,41.92734,13.97578
29,4,5,17,0.698789,60,41.92734,13.97578
29,4,5,18,0.698789,90,62.89101,27.95156
29,4,5,19,0.698789,90,62.89101,27.95156
29,4,5,20,0.698789,90,62.89101,27.95156
29,4,5,21,0.698789,90,62.89101,27.95156
29,4,5,22,0.698789,90,62.89101,27.95156
29,4,5,23,0.698789,90,62.89101,34.93945
29,4,5,24,0.698789,420,293.49138,139.7578
29,4,5,25,0.698789,420,293.49138,139.7578
29,4,5,26,0.698789,60,41.92734,17.469725
29,4,5,27,0.698789,60,41.92734,17.469725
29,4,5,28,0.698789,60,41.92734,13.97578
29,4,5,29,0.698789,120,83.85468,48.91523
29,4,5,30,0.698789,200,139.7578,419.2734
29,4,5,31,0.698789,150,104.81835,48.91523
29,4,5,32,0.698789,210,146.74569,69.8789
29,4,5,33,0.698789,60,41.92734,27.95156
30,4,6,1,0.677793,0,0,0
30,4,6,2,0.677793,100,67.7793,40.66758
30,4,6,3,0.677793,90,61.00137,27.11172
30,4,6,4,0.677793,120,81.33516,54.22344
30,4,6,5,0.677793,60,40.66758,20.33379
30,4,6,6,0.677793,60,40.66758,13.55586
30,4,6,7,0.677793,200,135.5586,67.7793
30,4,6,8,0.677793,200,135.5586,67.7793
30,4,6,9,0.677793,60,40.66758,13.55586
30,4,6,10,0.677793,60,40.66758,13.55586
30,4,6,11,0.677793,45,30.500685,20.33379
30,4,6,12,0.677793,60,40.66758,23.722755
30,4,6,13,0.677793,60,40.66758,23.722755
30,4,6,14,0.677793,120,81.33516,54.22344
30,4,6,15,0.677793,60,40.66758,6.77793
30,4,6,16,0.677793,60,40.66758,13.55586
30,4,6,17,0.677793,60,40.66758,13.55586
30,4,6,18,0.677793,90,61.00137,27.11172
30,4,6,19,0.677793,90,61.00137,27.11172
30,4,6,20,0.677793,90,61.00137,27.11172
30,4,6,21,0.677793,90,61.00137,27.11172
30,4,6,22,0.677793,90,61.00137,27.11172
30,4,6,23,0.677793,90,61.00137,33.88965
30,4,6,24,0.677793,420,284.67306,135.5586
30,4,6,25,0.677793,420,284.67306,135.5586
30,4,6,26,0.677793,60,40.66758,16.944825
30,4,6,27,0.677793,60,40.66758,16.944825
30,4,6,28,0.677793,60,40.66758,13.55586
30,4,6,29,0.677793,120,81.33516,47.44551
30,4,6,30,0.677793,200,135.5586,406.6758
30,4,6,31,0.677793,150,101.66895,47.44551
30,4,6,32,0.677793,210,142.33653,67.7793
30,4,6,33,0.677793,60,40.66758,27.11172
31,4,7,1,0.662719,0,0,0
31,4,7,2,0.662719,100,66.2719,39.76314
31,4,7,3,0.662719,90,59.64471,26.50876
31,4,7,4,0.662719,120,79.52628,53.01752
31,4,7,5,0.662719,60,39.76314,19.88157
31,4,7,6,0.662719,60,39.76314,13.25438
31,4,7,7,0.662719,200,132.5438,66.2719
31,4,7,8,0.662719,200,132.5438,66.2719
31,4,7,9,0.662719,60,39.76314,13.25438
31,4,7,10,0.662719,60,39.76314,13.25438
31,4,7,11,0.662719,45,29.822355,19.88157
31,4,7,12,0.662719,60,39.76314,23.195165
31,4,7,13,0.662719,60,39.76314,23.195165
31,4,7,14,0.662719,120,79.52628,53.01752
31,4,7,15,0.662719,60,39.76314,6.62719
31,4,7,16,0.662719,60,39.76314,13.25438
31,4,7,17,0.662719,60,39.76314,13.25438
31,4,7,18,0.662719,90,59.64471,26.50876
31,4,7,19,0.662719,90,59.64471,26.50876
31,4,7,20,0.662719,90,59.64471,26.50876
31,4,7,21,0.662719,90,59.64471,26.50876
31,4,7,22,0.662719,90,59.64471,26.50876
31,4,7,23,0.662719,90,59.64471,33.13595
31,4,7,24,0.662719,420,278.34198,132.5438
31,4,7,25,0.662719,420,278.34198,132.5438
31,4,7,26,0.662719,60,39.76314,16.567975
31,4,7,27,0.662719,60,39.76314,16.567975
31,4,7,28,0.662719,60,39.76314,13.25438
31,4,7,29,0.662719,120,79.52628,46.39033
31,4,7,30,0.662719,200,132.5438,397.6314
31,4,7,31,0.662719,150,99.40785,46.39033
31,4,7,32,0.662719,210,139.17099,66.2719
31,4,7,33,0.662719,60,39.76314,26.50876
32,4,8,1,0.707941,0,0,0
32,4,8,2,0.707941,100,70.7941,42.47646
32,4,8,3,0.707941,90,63.71469,28.31764
32,4,8,4,0.707941,120,84.95292,56.63528
32,4,8,5,0.707941,60,42.47646,21.23823
32,4,8,6,0.707941,60,42.47646,14.15882
32,4,8,7,0.707941,200,141.5882,70.7941
32,4,8,8,0.707941,200,141.5882,70.7941
32,4,8,9,0.707941,60,42.47646,14.15882
32,4,8,10,0.707941,60,42.47646,14.15882
32,4,8,11,0.707941,45,31.857345,21.23823
32,4,8,12,0.707941,60,42.47646,24.777935
32,4,8,13,0.707941,60,42.47646,24.777935
32,4,8,14,0.707941,120,84.95292,56.63528
32,4,8,15,0.707941,60,42.47646,7.07941
32,4,8,16,0.707941,60,42.47646,14.15882
32,4,8,17,0.707941,60,42.47646,14.15882
32,4,8,18,0.707941,90,63.71469,28.31764
32,4,8,19,0.707941,90,63.71469,28.31764
32,4,8,20,0.707941,90,63.71469,28.31764
32,4,8,21,0.707941,90,63.71469,28.31764
32,4,8,22,0.707941,90,63.71469,28.31764
32,4,8,23,0.707941,90,63.71469,35.39705
32,4,8,24,0.707941,420,297.33522,141.5882
32,4,8,25,0.707941,420,297.33522,141.5882
32,4,8,26,0.707941,60,42.47646,17.698525
32,4,8,27,0.707941,60,42.47646,17.698525
32,4,8,28,0.707941,60,42.47646,14.15882
32,4,8,29,0.707941,120,84.95292,49.55587
32,4,8,30,0.707941,200,141.5882,424.7646
32,4,8,31,0.707941,150,106.19115,49.55587
32,4,8,32,0.707941,210,148.66761,70.7941
32,4,8,33,0.707941,60,42.47646,28.31764
33,5,1,1,0.801077,0,0,0
33,5,1,2,0.801077,100,80.1077,48.06462
33,5,1,3,0.801077,90,72.09693,32.04308
33,5,1,4,0.801077,120,96.12924,64.08616
33,5,1,5,0.801077,60,48.06462,24.03231
33,5,1,6,0.801077,60,48.06462,16.02154
33,5,1,7,0.801077,200,160.2154,80.1077
33,5,1,8,0.801077,200,160.2154,80.1077
33,5,1,9,0.801077,60,48.06462,16.02154
33,5,1,10,0.801077,60,48.06462,16.02154
33,5,1,11,0.801077,45,36.048465,24.03231
33,5,1,12,0.801077,60,48.06462,28.037695
33,5,1,13,0.801077,60,48.06462,28.037695
33,5,1,14,0.801077,120,96.12924,64.08616
33,5,1,15,0.801077,60,48.06462,8.01077
33,5,1,16,0.801077,60,48.06462,16.02154
33,5,1,17,0.801077,60,48.06462,16.02154
33,5,1,18,0.801077,90,72.09693,32.04308
33,5,1,19,0.801077,90,72.09693,32.04308
33,5,1,20,0.801077,90,72.09693,32.04308
33,5,1,21,0.801077,90,72.09693,32.04308
33,5,1,22,0.801077,90,72.09693,32.04308
33,5,1,23,0.801077,90,72.09693,40.05385
33,5,1,24,0.801077,420,336.45234,160.2154
33,5,1,25,0.801077,420,336.45234,160.2154
33,5,1,26,0.801077,60,48.06462,20.026925
33,5,1,27,0.801077,60,48.06462,20.026925
33,5,1,28,0.801077,60,48.06462,16.02154
33,5,1,29,0.801077,120,96.12924,56.07539
33,5,1,30,0.801077,200,160.2154,480.6462
33,5,1,31,0.801077,150,120.16155,56.07539
33,5,1,32,0.801077,210,168.22617,80.1077
33,5,1,33,0.801077,60,48.06462,32.04308
34,5,2,1,0.801077,0,0,0
34,5,2,2,0.801077,100,80.1077,48.06462
34,5,2,3,0.801077,90,72.09693,32.04308
34,5,2,4,0.801077,120,96.12924,64.08616
34,5,2,5,0.801077,60,48.06462,24.03231
34,5,2,6,0.801077,60,48.06462,16.02154
34,5,2,7,0.801077,200,160.2154,80.1077
34,5,2,8,0.801077,200,160.2154,80.1077
34,5,2,9,0.801077,60,48.06462,16.02154
34,5,2,10,0.801077,60,48.06462,16.02154
34,5,2,11,0.801077,45,36.048465,24.03231
34,5,2,12,0.801077,60,48.06462,28.037695
34,5,2,13,0.801077,60,48.06462,28.037695
34,5,2,14,0.801077,120,96.12924,64.08616
34,5,2,15,0.801077,60,48.06462,8.01077
34,5,2,16,0.801077,60,48.06462,16.02154
34,5,2,17,0.801077,60,48.06462,16.02154
34,5,2,18,0.801077,90,72.09693,32.04308
34,5,2,19,0.801077,90,72.09693,32.04308
34,5,2,20,0.801077,90,72.09693,32.04308
34,5,2,21,0.801077,90,72.09693,32.04308
34,5,2,22,0.801077,90,72.09693,32.04308
34,5,2,23,0.801077,90,72.09693,40.05385
34,5,2,24,0.801077,420,336.45234,160.2154
34,5,2,25,0.801077,420,336.45234,160.2154
34,5,2,26,0.801077,60,48.06462,20.026925
34,5,2,27,0.801077,60,48.06462,20.026925
34,5,2,28,0.801077,60,48.06462,16.02154
34,5,2,29,0.801077,120,96.12924,56.07539
34,5,2,30,0.801077,200,160.2154,480.6462
34,5,2,31,0.801077,150,120.16155,56.07539
34,5,2,32,0.801077,210,168.22617,80.1077
34,5,2,33,0.801077,60,48.06462,32.04308
35,5,3,1,0.843338,0,0,0
35,5,3,2,0.843338,100,84.3338,50.60028
35,5,3,3,0.843338,90,75.90042,33.73352
35,5,3,4,0.843338,120,101.20056,67.46704
35,5,3,5,0.843338,60,50.60028,25.30014
35,5,3,6,0.843338,60,50.60028,16.86676
35,5,3,7,0.843338,200,168.6676,84.3338
35,5,3,8,0.843338,200,168.6676,84.3338
35,5,3,9,0.843338,60,50.60028,16.86676
35,5,3,10,0.843338,60,50.60028,16.86676
35,5,3,11,0.843338,45,37.95021,25.30014
35,5,3,12,0.843338,60,50.60028,29.51683
35,5,3,13,0.843338,60,50.60028,29.51683
35,5,3,14,0.843338,120,101.20056,67.46704
35,5,3,15,0.843338,60,50.60028,8.43338
35,5,3,16,0.843338,60,50.60028,16.86676
35,5,3,17,0.843338,60,50.60028,16.86676
35,5,3,18,0.843338,90,75.90042,33.73352
35,5,3,19,0.843338,90,75.90042,33.73352
35,5,3,20,0.843338,90,75.90042,33.73352
35,5,3,21,0.843338,90,75.90042,33.73352
35,5,3,22,0.843338,90,75.90042,33.73352
35,5,3,23,0.843338,90,75.90042,42.1669
35,5,3,24,0.843338,420,354.20196,168.6676
35,5,3,25,0.843338,420,354.20196,168.6676
35,5,3,26,0.843338,60,50.60028,21.08345
35,5,3,27,0.843338,60,50.60028,21.08345
35,5,3,28,0.843338,60,50.60028,16.86676
35,5,3,29,0.843338,120,101.20056,59.03366
35,5,3,30,0.843338,200,168.6676,506.0028
35,5,3,31,0.843338,150,126.5007,59.03366
35,5,3,32,0.843338,210,177.10098,84.3338
35,5,3,33,0.843338,60,50.60028,33.73352
36,5,4,1,0.873486,0,0,0
36,5,4,2,0.873486,100,87.3486,52.40916
36,5,4,3,0.873486,90,78.61374,34.93944
36,5,4,4,0.873486,120,104.81832,69.87888
36,5,4,5,0.873486,60,52.40916,26.20458
36,5,4,6,0.873486,60,52.40916,17.46972
36,5,4,7,0.873486,200,174.6972,87.3486
36,5,4,8,0.873486,200,174.6972,87.3486
36,5,4,9,0.873486,60,52.40916,17.46972
36,5,4,10,0.873486,60,52.40916,17.46972
36,5,4,11,0.873486,45,39.30687,26.20458
36,5,4,12,0.873486,60,52.40916,30.57201
36,5,4,13,0.873486,60,52.40916,30.57201
36,5,4,14,0.873486,120,104.81832,69.87888
36,5,4,15,0.873486,60,52.40916,8.73486
36,5,4,16,0.873486,60,52.40916,17.46972
36,5,4,17,0.873486,60,52.40916,17.46972
36,5,4,18,0.873486,90,78.61374,34.93944
36,5,4,19,0.873486,90,78.61374,34.93944
36,5,4,20,0.873486,90,78.61374,34.93944
36,5,4,21,0.873486,90,78.61374,34.93944
36,5,4,22,0.873486,90,78.61374,34.93944
36,5,4,23,0.873486,90,78.61374,43.6743
36,5,4,24,0.873486,420,366.86412,174.6972
36,5,4,25,0.873486,420,366.86412,174.6972
36,5,4,26,0.873486,60,52.40916,21.83715
36,5,4,27,0.873486,60,52.40916,21.83715
36,5,4,28,0.873486,60,52.40916,17.46972
36,5,4,29,0.873486,120,104.81832,61.14402
36,5,4,30,0.873486,200,174.6972,524.0916
36,5,4,31,0.873486,150,131.0229,61.14402
36,5,4,32,0.873486,210,183.43206,87.3486
36,5,4,33,0.873486,60,52.40916,34.93944
37,5,5,1,0.88856,0,0,0
37,5,5,2,0.88856,100,88.856,53.3136
37,5,5,3,0.88856,90,79.9704,35.5424
37,5,5,4,0.88856,120,106.6272,71.0848
37,5,5,5,0.88856,60,53.3136,26.6568
37,5,5,6,0.88856,60,53.3136,17.7712
37,5,5,7,0.88856,200,177.712,88.856
37,5,5,8,0.88856,200,177.712,88.856
37,5,5,9,0.88856,60,53.3136,17.7712
37,5,5,10,0.88856,60,53.3136,17.7712
37,5,5,11,0.88856,45,39.9852,26.6568
37,5,5,12,0.88856,60,53.3136,31.0996
37,5,5,13,0.88856,60,53.3136,31.0996
37,5,5,14,0.88856,120,106.6272,71.0848
37,5,5,15,0.88856,60,53.3136,8.8856
37,5,5,16,0.88856,60,53.3136,17.7712
37,5,5,17,0.88856,60,53.3136,17.7712
37,5,5,18,0.88856,90,79.9704,35.5424
37,5,5,19,0.88856,90,79.9704,35.5424
37,5,5,20,0.88856,90,79.9704,35.5424
37,5,5,21,0.88856,90,79.9704,35.5424
37,5,5,22,0.88856,90,79.9704,35.5424
37,5,5,23,0.88856,90,79.9704,44.428
37,5,5,24,0.88856,420,373.1952,177.712
37,5,5,25,0.88856,420,373.1952,177.712
37,5,5,26,0.88856,60,53.3136,22.214
37,5,5,27,0.88856,60,53.3136,22.214
37,5,5,28,0.88856,60,53.3136,17.7712
37,5,5,29,0.88856,120,106.6272,62.1992
37,5,5,30,0.88856,200,177.712,533.136
37,5,5,31,0.88856,150,133.284,62.1992
37,5,5,32,0.88856,210,186.5976,88.856
37,5,5,33,0.88856,60,53.3136,35.5424
38,5,6,1,0.915747,0,0,0
38,5,6,2,0.915747,100,91.5747,54.94482
38,5,6,3,0.915747,90,82.41723,36.62988
38,5,6,4,0.915747,120,109.88964,73.25976
38,5,6,5,0.915747,60,54.94482,27.47241
38,5,6,6,0.915747,60,54.94482,18.31494
38,5,6,7,0.915747,200,183.1494,91.5747
38,5,6,8,0.915747,200,183.1494,91.5747
38,5,6,9,0.915747,60,54.94482,18.31494
38,5,6,10,0.915747,60,54.94482,18.31494
38,5,6,11,0.915747,45,41.208615,27.47241
38,5,6,12,0.915747,60,54.94482,32.051145
38,5,6,13,0.915747,60,54.94482,32.051145
38,5,6,14,0.915747,120,109.88964,73.25976
38,5,6,15,0.915747,60,54.94482,9.15747
38,5,6,16,0.915747,60,54.94482,18.31494
38,5,6,17,0.915747,60,54.94482,18.31494
38,5,6,18,0.915747,90,82.41723,36.62988
38,5,6,19,0.915747,90,82.41723,36.62988
38,5,6,20,0.915747,90,82.41723,36.62988
38,5,6,21,0.915747,90,82.41723,36.62988
38,5,6,22,0.915747,90,82.41723,36.62988
38,5,6,23,0.915747,90,82.41723,45.78735
38,5,6,24,0.915747,420,384.61374,183.1494
38,5,6,25,0.915747,420,384.61374,183.1494
38,5,6,26,0.915747,60,54.94482,22.893675
38,5,6,27,0.915747,60,54.94482,22.893675
38,5,6,28,0.915747,60,54.94482,18.31494
38,5,6,29,0.915747,120,109.88964,64.10229
38,5,6,30,0.915747,200,183.1494,549.4482
38,5,6,31,0.915747,150,137.36205,64.10229
38,5,6,32,0.915747,210,192.30687,91.5747
38,5,6,33,0.915747,60,54.94482,36.62988
39,5,7,1,0.88856,0,0,0
39,5,7,2,0.88856,100,88.856,53.3136
39,5,7,3,0.88856,90,79.9704,35.5424
39,5,7,4,0.88856,120,106.6272,71.0848
39,5,7,5,0.88856,60,53.3136,26.6568
39,5,7,6,0.88856,60,53.3136,17.7712
39,5,7,7,0.88856,200,177.712,88.856
39,5,7,8,0.88856,200,177.712,88.856
39,5,7,9,0.88856,60,53.3136,17.7712
39,5,7,10,0.88856,60,53.3136,17.7712
39,5,7,11,0.88856,45,39.9852,26.6568
39,5,7,12,0.88856,60,53.3136,31.0996
39,5,7,13,0.88856,60,53.3136,31.0996
39,5,7,14,0.88856,120,106.6272,71.0848
39,5,7,15,0.88856,60,53.3136,8.8856
39,5,7,16,0.88856,60,53.3136,17.7712
39,5,7,17,0.88856,60,53.3136,17.7712
39,5,7,18,0.88856,90,79.9704,35.5424
39,5,7,19,0.88856,90,79.9704,35.5424
39,5,7,20,0.88856,90,79.9704,35.5424
39,5,7,21,0.88856,90,79.9704,35.5424
39,5,7,22,0.88856,90,79.9704,35.5424
39,5,7,23,0.88856,90,79.9704,44.428
39,5,7,24,0.88856,420,373.1952,177.712
39,5,7,25,0.88856,420,373.1952,177.712
39,5,7,26,0.88856,60,53.3136,22.214
39,5,7,27,0.88856,60,53.3136,22.214
39,5,7,28,0.88856,60,53.3136,17.7712
39,5,7,29,0.88856,120,106.6272,62.1992
39,5,7,30,0.88856,200,177.712,533.136
39,5,7,31,0.88856,150,133.284,62.1992
39,5,7,32,0.88856,210,186.5976,88.856
39,5,7,33,0.88856,60,53.3136,35.5424
40,5,8,1,0.88856,0,0,0
40,5,8,2,0.88856,100,88.856,53.3136
40,5,8,3,0.88856,90,79.9704,35.5424
40,5,8,4,0.88856,120,106.6272,71.0848
40,5,8,5,0.88856,60,53.3136,26.6568
40,5,8,6,0.88856,60,53.3136,17.7712
40,5,8,7,0.88856,200,177.712,88.856
40,5,8,8,0.88856,200,177.712,88.856
40,5,8,9,0.88856,60,53.3136,17.7712
40,5,8,10,0.88856,60,53.3136,17.7712
40,5,8,11,0.88856,45,39.9852,26.6568
40,5,8,12,0.88856,60,53.3136,31.0996
40,5,8,13,0.88856,60,53.3136,31.0996
40,5,8,14,0.88856,120,106.6272,71.0848
40,5,8,15,0.88856,60,53.3136,8.8856
40,5,8,16,0.88856,60,53.3136,17.7712
